time_s,delayed_power_perturbation_pct,SOURCE_FROZEN_1STATE,PREFIX_IDENTIFIED_1STATE,STATIC_GAIN_NEGCONTROL,D13_SHAPE_PREFIX_GAIN_DIAGNOSTIC,observed_lowpass_g,LP_SOURCE_FROZEN_1STATE,LP_PREFIX_IDENTIFIED_1STATE,LP_STATIC_GAIN_NEGCONTROL,LP_D13_SHAPE_PREFIX_GAIN_DIAGNOSTIC
14.32,-1.7035038004646288,-0.006562696617207286,-0.00659967734482784,0.01669433724455336,-0.014283520283939609,-0.009975275027874963,-0.007031695004814067,-0.007059405488288642,0.016581925555747175,-0.01598118133407918
14.34,-1.7146974941583228,-0.006439346319257028,-0.006454421353277157,0.016804035442751563,-0.014092244392073657,-0.010162020594319698,-0.007044826823910183,-0.007080008334744309,0.016554013383904956,-0.015958655924929867
14.36,-1.725891187852017,-0.006316254785135351,-0.006309437248675341,0.016913733640949766,-0.01389049003557617,-0.010345589706014407,-0.007054798292740499,-0.007096773140706891,0.01652923730503764,-0.015931512214830842
14.38,-1.7370848815457118,-0.006193421472008377,-0.006164724522110409,0.017023431839147975,-0.013685049467973462,-0.01052278830033454,-0.007061407391217263,-0.00710945403866587,0.016507806188163877,-0.01589952716114628
14.4,-1.7478833691743771,-0.006074714793793066,-0.006024974952048651,0.017129257017908895,-0.013485821201510824,-0.010690704140890591,-0.007064483299333707,-0.007117842946932949,0.01648989809369196,-0.015862501842342093
14.42,-1.7553777427677755,-0.005988603480036145,-0.005924716748339264,0.017202701879124198,-0.01334584102274321,-0.010846451411662659,-0.007063910067761773,-0.0071217982861004675,0.016475636512439107,-0.015820317925674347
14.44,-1.7628721163611738,-0.00590267281029551,-0.005824646205715762,0.017276146740339504,-0.013197147487381725,-0.010986466737326119,-0.0070596711730499875,-0.007121299030907244,0.016465045648405834,-0.0157730191604395
14.46,-1.7703664899545726,-0.005816922405616766,-0.005724762972918269,0.01734959160155481,-0.013045345273632904,-0.011107280402179249,-0.007051782956121006,-0.007116364011465325,0.016458116841398106,-0.015720674873333933
14.48,-1.7778608635479713,-0.005731351887840492,-0.005625066699344413,0.01742303646277012,-0.012892658724139541,-0.011205766794780067,-0.0070402736423498735,-0.007107026477732082,0.016454829499970517,-0.01566335358536511
14.5,-1.7793734564229853,-0.0057045208211813,-0.0055965787904053745,0.017437859872945254,-0.012848993950205,-0.01127916920663298,-0.007025216672981148,-0.007093374527245743,0.01645511771004158,-0.01560119566915851
14.52,-1.775803097141547,-0.005727506704789819,-0.005628494157392817,0.01740287035198716,-0.012882414946827505,-0.011325288042884338,-0.007006856225003975,-0.007075703348559825,0.016458744488223334,-0.01553464230796516
14.540000000000001,-1.7722327378601084,-0.005750444368691172,-0.005660349785902976,0.01736788083102906,-0.01289630322912573,-0.01134262092194951,-0.006985575634275076,-0.007054476971427866,0.016465333033320605,-0.015464341168879719
14.56,-1.7686623785786701,-0.005773333914040496,-0.0056921457877530035,0.01733289131007097,-0.01290243256293765,-0.01132998200319307,-0.006961765033931661,-0.007030167776104093,0.016474498934712797,-0.015390894074331578
14.58,-1.765092019297232,-0.005796175441780719,-0.005723882274550765,0.017297901789112873,-0.012905478428174855,-0.011286385333573967,-0.006935791382466977,-0.007003220144924768,0.01648588016148558,-0.015314834087923775
14.6,-1.7650722613412348,-0.005784209669779774,-0.005713403024894214,0.0172977081611441,-0.012842584136856522,-0.011211298008334031,-0.006907978666249964,-0.006974026445281302,0.01649915692937261,-0.015236609730521372
14.620000000000001,-1.7651846208917976,-0.005770975606507673,-0.005701374757299902,0.017298809284739616,-0.012786231845642282,-0.011105562485357458,-0.006878550027912065,-0.006942856830702613,0.01651410972339666,-0.015156490940559606
14.64,-1.7652969804423608,-0.005757769305607746,-0.005689369003950553,0.017299910408335135,-0.012733894270003362,-0.010971024739925485,-0.006847693535836407,-0.006909938978570469,0.016530553671070144,-0.015074712515380385
14.66,-1.7654093399929236,-0.005744590708840192,-0.00567738572270451,0.01730101153193065,-0.012683264072455182,-0.01080965406192742,-0.006815586251428389,-0.006875487269280796,0.01654831452350096,-0.014991509797617094
14.68,-1.7684085004571943,-0.005703178793531729,-0.005631149849074888,0.017330403304480504,-0.012580809635529119,-0.010623352120521241,-0.006782378643174865,-0.006839683880430788,0.016567244280818946,-0.01490707964547174
14.700000000000001,-1.7759028740505927,-0.005617846886711638,-0.005531628798473557,0.017403848165695807,-0.012404526235181406,-0.010414531855092557,-0.006748122013626671,-0.006802590762561661,0.01658729389726681,-0.01482144553210675
14.72,-1.7833972476439905,-0.005532693988870663,-0.00543229402917125,0.017477293026911107,-0.012243613129693886,-0.010187761227291045,-0.006712750301351028,-0.00676412754122498,0.01660853170661083,-0.014734443213535505
