amplitude_deg,method,velocity_rebuilt,velocity_reported,accel_rebuilt,accel_reported
0.1,DIRECT,0.0,0.0,0.0,0.0
0.1,LUT,0.00014985560029307212,0.000149855600293,0.00014957536071604903,0.000149575360716
0.1,SCHEDULED_RHS,8.358337516609885e-05,8.35833751660661e-05,0.0001033152562340228,0.000103315256234
0.3,DIRECT,0.0,0.0,0.0,0.0
0.3,LUT,8.686482027780926e-05,8.6864820277824e-05,9.487912227134286e-05,9.4879122271309e-05
0.3,SCHEDULED_RHS,0.0001037209072192405,0.0001037209072191,0.00014230319302447578,0.0001423031930244
