figure,initial_collective_deg,time_s,CT_digitized,pixel_x,pixel_y,pixel_uncertainty_CT,CT_model_appendix,CT_model_quasisteady
8,2.0,0.6299638989169675,0.006294416243654823,632.5,231.0,5.076142131979695e-05,0.0029625996295336147,0.0029625995195353056
8,2.0,0.6552346570397112,0.006269035532994924,639.5,231.5,5.076142131979695e-05,0.0029625995639772362,0.0029625995195353056
8,2.0,0.6913357400722022,0.00616751269035533,649.5,233.5,5.076142131979695e-05,0.0029625995317116545,0.0029625995195353056
8,2.0,0.7274368231046932,0.00616751269035533,659.5,233.5,5.076142131979695e-05,0.002962599522871422,0.0029625995195353056
8,2.0,0.759927797833935,0.006116751269035534,668.5,234.5,5.076142131979695e-05,0.0029625995205756887,0.0029625995195353056
8,2.0,0.7924187725631769,0.006116751269035534,677.5,234.5,5.076142131979695e-05,0.0029625995198597536,0.0029625995195353056
8,2.0,0.8249097472924187,0.006218274111675127,686.5,232.5,5.076142131979695e-05,0.002962599519636487,0.0029625995195353056
8,2.0,0.8537906137184116,0.006218274111675127,694.5,232.5,5.076142131979695e-05,0.002962599519571221,0.0029625995195353056
8,2.0,0.8898916967509025,0.00616751269035533,704.5,233.5,5.076142131979695e-05,0.002962599519545145,0.0029625995195353056
8,2.0,0.9223826714801444,0.006218274111675127,713.5,232.5,5.076142131979695e-05,0.0029625995195383743,0.0029625995195353056
8,2.0,0.9584837545126353,0.006116751269035534,723.5,234.5,5.076142131979695e-05,0.0029625995195361465,0.0029625995195353056
8,2.0,0.9891696750902527,0.006091370558375634,732.0,235.0,5.076142131979695e-05,0.0029625995195355858,0.0029625995195353056
9,4.0,0.023465703971119134,0.005190954773869347,464.5,729.5,5.0251256281407036e-05,0.00168625678894598,0.00168625678894598
9,4.0,0.08844765342960288,0.008381909547738695,482.5,666.0,5.0251256281407036e-05,0.00168625678894598,0.00168625678894598
9,4.0,0.15703971119133575,0.008758793969849247,501.5,658.5,5.0251256281407036e-05,0.003559949673042107,0.0031524410305958438
9,4.0,0.19133574007220217,0.008658291457286433,511.0,660.5,5.0251256281407036e-05,0.004496135508723133,0.004104625171144233
9,4.0,0.22202166064981949,0.008658291457286433,519.5,660.5,5.0251256281407036e-05,0.004509463344582366,0.004351498116774547
9,4.0,0.2563176895306859,0.00878391959798995,529.0,658.0,5.0251256281407036e-05,0.004390960721974445,0.004351498116774547
9,4.0,0.29061371841155237,0.008809045226130654,538.5,657.5,5.0251256281407036e-05,0.004361284403627859,0.004351498116774547
9,4.0,0.3212996389891697,0.00878391959798995,547.0,658.0,5.0251256281407036e-05,0.004354304171188125,0.004351498116774547
9,4.0,0.3555956678700361,0.008733668341708543,556.5,659.0,5.0251256281407036e-05,0.004352192414279272,0.004351498116774547
9,4.0,0.3935018050541516,0.008809045226130654,567.0,657.5,5.0251256281407036e-05,0.004351646397289147,0.004351498116774547
9,4.0,0.44584837545126355,0.008834170854271357,581.5,657.0,5.0251256281407036e-05,0.004351515703560501,0.004351498116774547
9,4.0,0.4927797833935018,0.008809045226130654,594.5,657.5,5.0251256281407036e-05,0.0043515007173397496,0.004351498116774547
9,4.0,0.5216606498194946,0.008834170854271357,602.5,657.0,5.0251256281407036e-05,0.0043514989188683986,0.004351498116774547
9,4.0,0.5577617328519856,0.008834170854271357,612.5,657.0,5.0251256281407036e-05,0.004351498301136767,0.004351498116774547
9,4.0,0.5884476534296029,0.008809045226130654,621.0,657.5,5.0251256281407036e-05,0.004351498169607106,0.004351498116774547
9,4.0,0.6227436823104693,0.008834170854271357,630.5,657.0,5.0251256281407036e-05,0.00435149812984456,0.004351498116774547
9,4.0,0.6588447653429603,0.008834170854271357,640.5,657.0,5.0251256281407036e-05,0.004351498119778705,0.004351498116774547
9,4.0,0.6913357400722022,0.008834170854271357,649.5,657.0,5.0251256281407036e-05,0.004351498117574426,0.004351498116774547
9,4.0,0.723826714801444,0.008809045226130654,658.5,657.5,5.0251256281407036e-05,0.004351498116987521,0.004351498116774547
9,4.0,0.7563176895306859,0.008809045226130654,667.5,657.5,5.0251256281407036e-05,0.004351498116831253,0.004351498116774547
9,4.0,0.7851985559566786,0.008809045226130654,675.5,657.5,5.0251256281407036e-05,0.004351498116792036,0.004351498116774547
9,4.0,0.8249097472924187,0.008809045226130654,686.5,657.5,5.0251256281407036e-05,0.004351498116778017,0.004351498116774547
9,4.0,0.8574007220216606,0.008809045226130654,695.5,657.5,5.0251256281407036e-05,0.004351498116775471,0.004351498116774547
9,4.0,0.8898916967509025,0.008834170854271357,704.5,657.0,5.0251256281407036e-05,0.004351498116774793,0.004351498116774547
9,4.0,0.9259927797833934,0.008809045226130654,714.5,657.5,5.0251256281407036e-05,0.004351498116774604,0.004351498116774547
9,4.0,0.9566787003610109,0.00878391959798995,723.0,658.0,5.0251256281407036e-05,0.004351498116774564,0.004351498116774547
9,4.0,0.9891696750902527,0.008834170854271357,732.0,657.0,5.0251256281407036e-05,0.004351498116774553,0.004351498116774547
