speed_kt,numericallyAccepted,residualNorm,theta_deg,stick_in,elevator_deg,thrustPerRotor_lbf,thetaDifference_deg,stickDifference_in,elevatorDifference_deg,thrustDifference_pct,alphaClampCount
40,1,2.09392681601855e-10,-1.45396732781645,4.83346797804869,0.139561468463022,6403.57686808703,1.06603267218355,-0.236532021951314,-1.13043853153698,5.02505036069124,2
