nacelle_deg,betaM_deg,speed_kt,speed_mps,status,numericallyAccepted,residualNorm,theta_deg,collectiveControl_deg,stick_in,stick_pct,cyclicLong_deg,elevator_deg,thrustLeft_N,thrustRight_N,thrustPerRotor_lbf,totalRotorPower_kW,shaftPowerLeft_kW,shaftPowerRight_kW,alphaClampCount,machClampCount,physicalConverged,physicalBranchSupported,withinLimits,minimumBoundMargin,invalidEvaluationCount,evaluationCount,elapsed_s,errorMessage
90,0,40,20.57776,NUMERICALLY_ACCEPTED_SOURCE_SUBSET,1,1.55617655601019e-10,-1.49991111768958,34.4658271911524,5.02345985260713,52.3277067979909,0.478843661043147,0.931827585371728,27573.9816412346,27573.9816412346,6198.87766981678,801.442429744874,400.721214872437,400.721214872437,2,0,1,1,1,0.476722932020091,0,392,32.108038,
