case_id,method,nonequilibrium_relative_RMSE,delta_CT_relative_RMSE,nonequilibrium_peak_relative_difference,single_run_seconds
1,DIRECT,0,0,0,4.2092964
1,LUT,0.000349760878791292,7.12471163608926e-05,4.21560530843563e-05,0.0395661
1,LTI_EXACT,0.0389486871088593,0.00793393947355894,0.0146488080122446,0.0228691
1,SCHEDULED_EXACT,0.00263252410501642,0.000536251372312223,-0.00215143429306696,0.0195084
1,QS,1,0.203702359758213,-1,0.0025434
2,DIRECT,0,0,0,3.9026889
2,LUT,0.000352281795371986,8.25337423445224e-05,4.21560530843563e-05,0.0266851
2,LTI_EXACT,0.0312464050173473,0.00732051095110153,0.0146488080122446,0.0033366
2,SCHEDULED_EXACT,0.00248361182586607,0.000581868780086669,-0.00215143429306696,0.0163976
2,QS,1,0.234283302256287,-1,0.001445
3,DIRECT,0,0,0,5.9439482
3,LUT,0.0003396134473517,3.57490806497085e-05,4.21560530843563e-05,0.0300237
3,LTI_EXACT,0.0882801852322143,0.00929272820687038,0.0146488080122446,0.0016416
3,SCHEDULED_EXACT,0.00288507960137972,0.00030369511029327,-0.00215143429306696,0.0148226
3,QS,1,0.10526403158791,-1,0.000574
4,DIRECT,0,0,0,5.5810571
4,LUT,0.000350452708698531,4.41654962200403e-05,4.21560530843563e-05,0.036139
4,LTI_EXACT,0.0720559865945508,0.00908079271349129,0.0146488080122446,0.0007252
4,SCHEDULED_EXACT,0.00276875654513757,0.000348930122933297,-0.00215143429306696,0.0171563
4,QS,1,0.126024125720291,-1,0.000703
5,DIRECT,0,0,0,10.102668
5,LUT,0.000353791686191428,1.82354841074899e-05,4.21560530843563e-05,0.0472809
5,LTI_EXACT,0.186246682011453,0.00959971232352514,0.0146488080122446,0.0006864
5,SCHEDULED_EXACT,0.00265178213431452,0.000136680800748533,-0.00215143429306696,0.0242159
5,QS,1,0.0515429978126258,-1,0.0007588
6,DIRECT,0,0,0,9.808223
6,LUT,0.000360164902372403,2.27495153803676e-05,4.21560530843563e-05,0.0826848
6,LTI_EXACT,0.151092270262314,0.00954361711412153,0.0146488080122446,0.0009127
6,SCHEDULED_EXACT,0.00260288201804048,0.000164408869694548,-0.00215143429306696,0.0565163
6,QS,1,0.0631641651657803,-1,0.0009434
7,DIRECT,0,0,0,3.9838152
7,LUT,0.000929671253368883,0.000188258511451381,0.000816211381688704,0.0281784
7,LTI_EXACT,0.0128392706841666,0.00259995345490529,0.00498983857783834,0.000599
7,SCHEDULED_EXACT,0.0013098597425244,0.000265246714302661,-0.00103774499190216,0.0116086
7,QS,1,0.202500088896136,-1,0.0006422
8,DIRECT,0,0,0,4.0162773
8,LUT,0.000936767429948154,0.000218267086470002,0.000816211381688704,0.0255837
8,LTI_EXACT,0.0102631771665136,0.00239132329588396,0.00498983857783834,0.0008559
8,SCHEDULED_EXACT,0.00122682327562277,0.000285850183752211,-0.00103774499190216,0.0154095
8,QS,1,0.233000293874523,-1,0.0005844
9,DIRECT,0,0,0,5.6780829
9,LUT,0.000911773660234308,9.53527497180521e-05,0.000816211381688704,0.0257909
9,LTI_EXACT,0.0292078086597388,0.00305453534184035,0.00498983857783834,0.0006657
9,SCHEDULED_EXACT,0.0014311010870839,0.000149663704633534,-0.00103774499190216,0.0121361
9,QS,1,0.104579408110504,-1,0.0005449
10,DIRECT,0,0,0,5.6180254
10,LUT,0.000925314717313708,0.00011585220469926,0.000816211381688704,0.0286366
10,LTI_EXACT,0.0238312068497654,0.00298373926463055,0.00498983857783834,0.0006258
10,SCHEDULED_EXACT,0.00137958592544837,0.000172728335608084,-0.00103774499190216,0.0144896
