mode,inputChannel,amplitude_deg,output,nonlinearRMS,linearAbsoluteRMSerror,linearRelativeRMSerror,differenceStepAbsoluteChange,differenceStepRelativeChange,primaryChannel
dynamic,1,0.1,viLeft,0.0327364052178777,0.000134712864587377,0.0041150781122971,6.32810643966357e-08,1.93304866479589e-06,0
dynamic,1,0.1,viRight,0.0327364052178778,0.000134712864583183,0.00411507811216897,6.32813031118148e-08,1.93305595683597e-06,0
dynamic,1,0.1,FxAeroProp,0.0861644532547405,0.0927563373336437,1.07650352123067,1.50338804707581e-07,1.744789168024e-06,0
dynamic,1,0.1,FzAeroProp,427.335763313809,0.70616205036435,0.00165247590065563,0.000608811561585326,1.42466793994551e-06,0
dynamic,1,0.1,My,0.0224948090629225,0.0160834990272628,0.714987132465718,2.22200058738613e-05,0.000987783706530141,0
dynamic,1,0.1,hUp,0.10637364412914,0.000139457899094358,0.00131101928711827,7.68491044897344e-08,7.22444973272117e-07,0
dynamic,2,0.2,q,0.00371129454308254,1.74469559039202e-06,0.000470104318085975,4.39191033400578e-09,1.18339040004029e-06,1
dynamic,2,0.2,theta,0.00350025679848827,8.00009843252259e-07,0.000228557471439746,2.6233902692404e-09,7.49485086458062e-07,0
dynamic,2,0.2,wBody,0.000268240518836565,0.000263859497961579,0.983667564863104,2.37423631533178e-08,8.85114719293533e-05,0
dynamic,2,0.2,verticalVelocityUp,1.6642262672981e-05,1.72426467682946e-05,1.03607586943621,2.37423631533178e-08,0.00142663071842172,0
dynamic,2,0.2,inertialAccelerationDown,6.58541000921612e-05,7.06306499232421e-05,1.07253230739462,3.07170388018521e-08,0.000466440795012981,0
dynamic,2,0.2,specificForceBodyZ,0.000104125259163849,9.83807780652314e-05,0.944831051132581,3.07169580641163e-08,0.000295000063488735,0
dynamic,2,0.2,thrustLeft,0.124193074226989,0.124873058320669,1.00547521750236,1.30699004390168e-05,0.000105238561170721,0
dynamic,2,0.2,thrustRight,0.124193074227753,0.124873058493685,1.0054752188893,1.30696212110646e-05,0.000105236312832523,0
dynamic,2,0.2,viLeft,0.00017023748140767,0.000167836135726515,0.985894142339878,1.40647968771848e-08,8.2618685150209e-05,0
dynamic,2,0.2,viRight,0.000170237481407725,0.000167836137003002,0.985894149837828,1.40629379621468e-08,8.26077656098867e-05,0
dynamic,2,0.2,FxAeroProp,101.879837935242,0.00432124124288469,4.24150777078325e-05,0.000283440277611247,2.78210373470961e-06,0
dynamic,2,0.2,FzAeroProp,0.624751554982593,0.590284668714701,0.94483105165084,0.000184300841749833,0.00029499861229632,0
dynamic,2,0.2,My,78.9727282323912,0.098783981919921,0.00125086196375579,0.000177890190162317,2.25255216761467e-06,0
dynamic,2,0.2,hUp,1.42251118266462e-05,1.18200983640205e-05,0.830931841384845,1.46097509920063e-08,0.00102703944756621,0
dynamic,2,0.1,q,0.0018560391333668,4.26129769746294e-07,0.00022959094023697,2.19595516700289e-09,1.18314055319485e-06,1
dynamic,2,0.1,theta,0.00175032244339046,1.93825215404215e-07,0.000110736862305648,1.3116951346202e-09,7.49401997085396e-07,0
dynamic,2,0.1,wBody,9.08255561223036e-05,8.86259471288186e-05,0.975782047615287,1.18711815766589e-08,0.000130703098153051,0
dynamic,2,0.1,verticalVelocityUp,2.54496628590732e-05,2.32757412644765e-05,0.914579552325122,1.18711815766589e-08,0.000466457321749023,0
dynamic,2,0.1,inertialAccelerationDown,2.24234931685698e-05,1.98066383766918e-05,0.883298522125631,1.5358519400926e-08,0.000684929831648779,0
dynamic,2,0.1,specificForceBodyZ,5.77709749397501e-05,5.48958441104455e-05,0.950232260537354,1.53584790320582e-08,0.000265851131092658,0
dynamic,2,0.1,thrustLeft,0.0315360128205264,0.0314282829584134,0.996583909870721,6.53495021950841e-06,0.000207221827841688,0
dynamic,2,0.1,thrustRight,0.0315360128192816,0.0314282829621256,0.996583910027771,6.53481060553229e-06,0.000207217400721527,0
dynamic,2,0.1,viLeft,5.60042164844565e-05,5.47731919311584e-05,0.978019073730998,7.03239843859241e-09,0.000125569088901443,0
dynamic,2,0.1,viRight,5.6004216483958e-05,5.47731925894143e-05,0.978019085493388,7.03146898107338e-09,0.000125552492696465,0
dynamic,2,0.1,FxAeroProp,50.939542102645,0.00134456591249417,2.6395327813996e-05,0.000141720138805624,2.78212431749097e-06,0
dynamic,2,0.1,FzAeroProp,0.346625849638282,0.329375064827776,0.950232261014265,9.21504208749164e-05,0.000265849823292403,0
dynamic,2,0.1,My,39.5034366391438,0.0242431539942867,0.000613697340202148,8.89450950811586e-05,2.25157866374145e-06,0
dynamic,2,0.1,hUp,1.87549833276003e-05,1.74227027406892e-05,0.928963915155792,7.30487549600313e-09,0.000389489842161208,0
quasisteady,1,0.2,q,2.44890005880367e-06,1.69758242651306e-06,0.693202003246453,1.4576489162017e-09,0.000595225971334163,0
quasisteady,1,0.2,theta,1.74469720375509e-06,9.73205170004639e-07,0.557807491127985,1.02903929554664e-09,0.00058980967776635,0
quasisteady,1,0.2,wBody,0.213935256479395,0.000602814260667222,0.0028177415475475,2.12244083101827e-07,9.92094929066864e-07,0
quasisteady,1,0.2,verticalVelocityUp,0.21393525693803,0.000602813771149569,0.0028177392533489,2.12244083101827e-07,9.92094926940012e-07,0
quasisteady,1,0.2,inertialAccelerationDown,0.143248348645978,0.000476882442229316,0.00332906066099146,2.06466915813573e-07,1.4413214376651e-06,1
quasisteady,1,0.2,specificForceBodyZ,0.143248347533412,0.000476884045096265,0.00332907187627441,2.06466628460948e-07,1.44131944288425e-06,0
quasisteady,1,0.2,thrustLeft,450.36033495075,1.00939588080307,0.00224130724326212,0.00010458195035909,2.32218386573778e-07,0
quasisteady,1,0.2,thrustRight,450.360334950752,1.0093958807987,0.0022413072432524,0.000104582565673221,2.3221975284448e-07,0
quasisteady,1,0.2,viLeft,0.0678100001158023,0.000561914225380789,0.00828659820706655,1.34704529045358e-07,1.98649946638132e-06,0
quasisteady,1,0.2,viRight,0.0678100001158021,0.00056191422538096,0.00828659820706908,1.34701786497864e-07,1.98645902179365e-06,0
quasisteady,1,0.2,FxAeroProp,0.358144133345108,0.371571231034871,1.03749076541992,2.99819747144422e-07,8.37148285367878e-07,0
quasisteady,1,0.2,FzAeroProp,859.490085200476,2.86130427063441,0.00332907187634051,0.00123880099223038,1.44132086403467e-06,0
quasisteady,1,0.2,My,0.0797047671310241,0.0676259329280921,0.848455310294352,4.44968061696475e-05,0.000558270323988283,0
quasisteady,1,0.2,hUp,0.211027872089577,0.00053683409512953,0.0025439013804852,1.5388120888908e-07,7.29198505227598e-07,0
quasisteady,1,0.1,q,7.92146187350176e-07,4.10305350839005e-07,0.517966705377356,7.28824458100852e-10,0.000920063076411258,0
quasisteady,1,0.1,theta,6.25233346943628e-07,2.36582266165612e-07,0.378390351893599,5.14519647773321e-10,0.000822924193484694,0
quasisteady,1,0.1,wBody,0.107118190612919,0.000150078277412379,0.00140105314096184,1.06122041550914e-07,9.90700467807518e-07,0
quasisteady,1,0.1,verticalVelocityUp,0.107118190498804,0.000150078395244337,0.0014010542424726,1.06122041550914e-07,9.90700468862928e-07,0
quasisteady,1,0.1,inertialAccelerationDown,0.0717379858976103,0.000119013233498011,0.00165899881365328,1.03233457906786e-07,1.43903479607204e-06,1
quasisteady,1,0.1,specificForceBodyZ,0.0717379857262186,0.000119013507691041,0.0016590026397625,1.03233314230474e-07,1.43903279671741e-06,0
quasisteady,1,0.1,thrustLeft,225.432663741328,0.251430415842721,0.00111532380299256,5.22909751795448e-05,2.31958289946598e-07,0
quasisteady,1,0.1,thrustRight,225.43266374133,0.25143041583955,0.00111532380297849,5.22912828366105e-05,2.31959654687005e-07,0
quasisteady,1,0.1,viLeft,0.0340406110322276,0.00014074202536024,0.00413453287389567,6.73522645226791e-08,1.97858565050181e-06,0
quasisteady,1,0.1,viRight,0.0340406110322283,0.000140742025359803,0.00413453287388272,6.73508932489318e-08,1.97854536703723e-06,0
quasisteady,1,0.1,FxAeroProp,0.0869050522236739,0.0934371093094457,1.07516314550919,1.49909873572211e-07,1.72498456345641e-06,0
quasisteady,1,0.1,FzAeroProp,430.427914357313,0.71408104617358,0.001659002639826,0.000619400496115189,1.43903421561317e-06,0
quasisteady,1,0.1,My,0.022591267109435,0.0162125616487574,0.717647291328179,2.22484030848237e-05,0.00098482316096081,0
quasisteady,1,0.1,hUp,0.105648755635994,0.000133456892004249,0.00126321309892249,7.69406044445402e-08,7.28267966634967e-07,0
quasisteady,2,0.2,q,0.00371129549527419,1.74356269281255e-06,0.000469798940836894,4.39188153678787e-09,1.18338233707887e-06,1
quasisteady,2,0.2,theta,0.00350025711842646,7.99623330994966e-07,0.000228447026587131,2.62334737976072e-09,7.4947276471508e-07,0
quasisteady,2,0.2,wBody,0.000272444356985478,0.000268004750765417,0.983704539638169,2.40762874341526e-08,8.83713933389926e-05,0
quasisteady,2,0.2,verticalVelocityUp,1.60524401328904e-05,1.55524252792544e-05,0.968851162222279,2.40762874341526e-08,0.00149985218663559,0
quasisteady,2,0.2,inertialAccelerationDown,5.86863008518721e-05,6.32738480246741e-05,1.07817066515031,3.11461269308793e-08,0.000530722272127768,0
quasisteady,2,0.2,specificForceBodyZ,0.000112271645013778,0.000106447010470129,0.948120163885245,3.11458147315234e-08,0.000277414789172291,0
quasisteady,2,0.2,thrustLeft,0.12824715338242,0.129186530693063,1.00732474199908,1.18768531261932e-05,9.26090974571391e-05,0
quasisteady,2,0.2,thrustRight,0.12824715338319,0.129186532234722,1.00732475401403,1.18780673857826e-05,9.26185655777648e-05,0
quasisteady,2,0.2,viLeft,0.000191318499030897,0.000188698241179131,0.986304210700799,1.52814449735645e-08,7.98743720600517e-05,0
quasisteady,2,0.2,viRight,0.000191318499031371,0.000188698241939827,0.98630421467443,1.52743359049198e-08,7.98372137678918e-05,0
quasisteady,2,0.2,FxAeroProp,101.879903431229,0.00442277644427266,4.34116670247744e-05,0.000283437464715712,2.78207433625062e-06,0
quasisteady,2,0.2,FzAeroProp,0.673629870083019,0.638682063083469,0.948120164274718,0.000186875370602842,0.000277415505015849,0
quasisteady,2,0.2,My,78.972771897678,0.0987199862976613,0.0012500509216717,0.000177890536883985,2.25255531253824e-06,0
quasisteady,2,0.2,hUp,1.49797865516948e-05,1.24480726387091e-05,0.830991322590023,1.48147045244782e-08,0.000988979680942252,0
quasisteady,2,0.1,q,0.00185603929402666,4.25945388976467e-07,0.000229491579379434,2.19594076839393e-09,1.18313269307454e-06,1
quasisteady,2,0.1,theta,0.00175032251026687,1.9374968988681e-07,0.000110693708588178,1.31167368988036e-09,7.49389716573074e-07,0
quasisteady,2,0.1,wBody,9.22020195116525e-05,8.9972670308092e-05,0.975821037159833,1.20381437170763e-08,0.000130562690284185,0
quasisteady,2,0.1,verticalVelocityUp,2.67456820026414e-05,2.45344614097325e-05,0.91732420236319,1.20381437170763e-08,0.000450096719010097,0
quasisteady,2,0.1,inertialAccelerationDown,2.44618991156505e-05,2.171194905672e-05,0.88758231542329,1.55730634654397e-08,0.000636625283744882,0
quasisteady,2,0.1,specificForceBodyZ,6.0231577191535e-05,5.73178928345736e-05,0.95162530199573,1.55729073657617e-08,0.000258550549261565,0
quasisteady,2,0.1,thrustLeft,0.0301627962784291,0.0302825659873852,1.00397077604644,5.9384265630966e-06,0.000196879178849325,0
quasisteady,2,0.1,thrustRight,0.0301627962797432,0.0302825666209908,1.0039707970089,5.9390336928913e-06,0.000196899307272776,0
quasisteady,2,0.1,viLeft,6.24575410628372e-05,6.11180551068943e-05,0.97855365528087,7.64072248678226e-09,0.000122334666987531,0
quasisteady,2,0.1,viRight,6.24575410625262e-05,6.11180555285473e-05,0.978553662036776,7.63716795245988e-09,0.000122277755776749,0
quasisteady,2,0.1,FxAeroProp,50.9395523147983,0.00135982828390284,2.6694939827883e-05,0.000141718732357856,2.78209614960997e-06,0
quasisteady,2,0.1,FzAeroProp,0.361389463150003,0.343907357139596,0.951625302359326,9.34376853014208e-05,0.000258551216427241,0
quasisteady,2,0.1,My,39.5034434277112,0.0242336290419407,0.000613456117725199,8.89452684419926e-05,2.25158266531263e-06,0
quasisteady,2,0.1,hUp,1.92228281075739e-05,1.78697034486116e-05,0.929608450359646,7.40735226223908e-09,0.000385341439916459,0
