model,omega_rad_s,realG,imagG,gain_dB,phase_deg
quasisteady,5.01187233627272,-45.1962185961458,16.3353916566402,33.6352608937729,160.128486795569
quasisteady,5.30884444230988,-44.4508890422686,17.1922961887229,33.5630444041395,158.854995898418
quasisteady,5.62341325190349,-43.6422644123458,18.0412951138401,33.4833126509524,157.54026626375
quasisteady,5.9566214352901,-42.7683679002653,18.8771250512891,33.3954666619077,156.184270178487
quasisteady,6.30957344480193,-41.8277974209679,19.6939333968936,33.2988898488359,154.787366832208
quasisteady,6.68343917568615,-40.8198528546859,20.4853344858725,33.1929542375315,153.350335679155
quasisteady,7.07945784384138,-39.7446612544759,21.2444942588713,33.0770278871716,151.874405488529
quasisteady,7.49894209332456,-38.60329326857,21.96424513798,32.9504834505077,150.361277229511
quasisteady,7.94328234724282,-37.3978630382801,22.6372311242444,32.8127077566056,148.813138880811
quasisteady,8.41395141645195,-36.1316032900623,23.2560809931584,32.6631122210754,147.232670318609
quasisteady,8.91250938133746,-34.8089074346513,23.8136050138727,32.5011438096398,145.623036645732
quasisteady,9.44060876285924,-33.4353313693688,24.3030080573473,32.3262962063682,143.987868692494
quasisteady,10,-32.0175494314345,24.7181095661945,32.1381207759073,142.331229944367
pp_mean,0.1,-13.1787094405522,-22.2755257624924,28.2599534580369,-120.609527693611
pp_mean,0.105925372517729,-14.3436676104163,-22.8768743494261,28.6278244047057,-122.087473669565
pp_mean,0.112201845430196,-15.5703541998279,-23.4309315512091,28.984204562078,-123.60488634086
pp_mean,0.118850222743702,-16.8550507068946,-23.9301602016054,29.3285173143634,-125.158699228727
pp_mean,0.125892541179417,-18.1928770832974,-24.3673095854994,29.6602272115604,-126.745386424676
pp_mean,0.133352143216332,-19.5778114644183,-24.73563038159,29.9788510496533,-128.360988087404
pp_mean,0.141253754462275,-21.0027570617003,-25.0290912025541,30.2839685357737,-130.00114969702
pp_mean,0.149623565609443,-22.4596576745259,-25.2425847642034,30.575232075722,-131.661174796555
pp_mean,0.158489319246111,-23.939659800722,-25.3721111085541,30.8523752236026,-133.336090167955
pp_mean,0.167880401812256,-25.4333156298977,-25.4149258430758,31.1152193704331,-135.020721604024
pp_mean,0.177827941003892,-26.9308177129759,-25.3696431098492,31.3636783205504,-136.709777724537
pp_mean,0.18836490894898,-28.4222532535952,-25.2362858634188,31.5977605073828,-138.397938718785
pp_mean,0.199526231496888,-29.8978641447514,-25.0162797426084,31.817568725601,-140.079946540868
pp_mean,0.211348903983665,-31.3482983315232,-24.7123909600018,32.0232973935986,-141.750692979395
pp_mean,0.223872113856834,-32.7648388949026,-24.328612720952,32.2152274958138,-143.405302182102
pp_mean,0.237137370566166,-34.1395993066126,-23.8700082482369,32.3937194758952,-145.039204619694
pp_mean,0.251188643150958,-35.4656763143967,-23.3425211434884,32.5592044484155,-146.648200074961
pp_mean,0.266072505979881,-36.737255481742,-22.7527653248165,32.7121741615607,-148.228507975635
pp_mean,0.281838293126445,-37.9496680858977,-22.107807078222,32.8531701730809,-149.776804176825
pp_mean,0.298538261891796,-39.0994014674762,-21.4149509490954,32.9827726979176,-151.290244069343
pp_mean,0.316227766016838,-40.1840677070591,-20.6815395066298,33.1015895525142,-152.766472583301
pp_mean,0.334965439157828,-41.2023374832188,-19.9147747414572,33.2102455641346,-154.203622225918
pp_mean,0.354813389233575,-42.1538470767702,-19.1215663298079,33.3093727413796,-155.600300708594
pp_mean,0.375837404288444,-43.0390867801368,-18.3084095107261,33.3996014229456,-156.955569971471
pp_mean,0.398107170553497,-43.8592785861724,-17.4812931038628,33.4815525432082,-158.268918513942
pp_mean,0.421696503428582,-44.6162501500597,-16.6456363884407,33.5558310812807,-159.540228911086
pp_mean,0.446683592150963,-45.3123108319703,-15.8062522336936,33.623020698511,-160.769742268644
pp_mean,0.47315125896148,-45.9501343106698,-14.9673330164234,33.6836795198609,-161.958021173692
pp_mean,0.501187233627272,-46.5326509501354,-14.1324554342237,33.738336977717,-163.105912462882
pp_mean,0.530884444230988,-47.0629519040547,-13.3046002471361,33.7874916118123,-164.214510879369
pp_mean,0.562341325190349,-47.5442059192219,-12.486183168451,33.8316097047005,-165.285124442564
pp_mean,0.59566214352901,-47.9795889768466,-11.6790934910408,33.8711246268239,-166.31924212559
pp_mean,0.630957344480193,-48.3722262929212,-10.8847375032431,33.9064367666963,-167.31850423244
pp_mean,0.668343917568615,-48.7251457693627,-10.1040842566771,33.9379139281815,-168.284675694886
pp_mean,0.707945784384138,-49.0412417205074,-9.33771175205699,33.9658920866062,-169.219622369095
pp_mean,0.749894209332456,-49.3232475640311,-8.58585207740542,33.9906764070909,-170.125290302355
pp_mean,0.794328234724281,-49.5737161306974,-7.84843444795896,34.0125424408875,-171.003687858376
pp_mean,0.841395141645195,-49.7950062853086,-7.12512545020383,34.0317374278644,-171.856870531439
pp_mean,0.891250938133746,-49.9892746377506,-6.41536608271176,34.0484816449932,-172.686928241318
pp_mean,0.944060876285923,-50.1584712386342,-5.7184054173336,34.0629697514042,-173.495974878248
pp_mean,1,-50.304338283866,-5.03333088221753,34.0753720900959,-174.286139856695
pp_mean,1.05925372517729,-50.4284109857429,-4.35909530075817,34.0858359146336,-175.059561434935
pp_mean,1.12201845430196,-50.5320198975705,-3.69454091596718,34.0944865161716,-175.818381561898
pp_mean,1.18850222743702,-50.6162940998472,-3.03842069553752,34.1014282319663,-176.564742020849
