omega_rad_s,real_response,imag_response,magnitude_dB,phase_unwrapped_deg
0.3,-1.69191312858119,-0.276920685494843,4.68237280535797,-170.704640844821
0.307474124343507,-1.6960965254272,-0.283444273361369,4.7086367312826,-170.512650030232
0.315134457136022,-1.70049448116556,-0.2901000666557,4.73609508364274,-170.318686652454
0.322985637527883,-1.70511815487792,-0.2968888319572,4.76479603141948,-170.122890648583
0.331032420248051,-1.70997929850541,-0.303811134400676,4.79478912114332,-169.925416976829
0.339279678483605,-1.71509028905044,-0.310867312203605,4.82612526378733,-169.726436566497
0.347732406830977,-1.72046416250304,-0.318057448521843,4.85885671567935,-169.526137307425
0.356395724320716,-1.72611464956523,-0.325381340349464,4.89303705292894,-169.324725079059
0.365274877517608,-1.73205621324483,-0.332838464146556,4.92872113884684,-169.122424819215
0.374375243698028,-1.73830408838665,-0.340427937843372,4.96596508381803,-168.919481632505
0.383702334106461,-1.74487432320392,-0.348148478829687,5.00482619707304,-168.716161938258
0.393261797293147,-1.75178382286506,-0.355998357494049,5.04536292978634,-168.512754657705
0.40305942253488,-1.7590503951808,-0.363975345828426,5.08763480891511,-168.309572440081
0.41310114334104,-1.76669279842272,-0.372076660558874,5.1317023611755,-168.106952927249
0.42339304104696,-1.7747307912868,-0.38029890020169,5.17762702653717,-167.905260056378
0.433941348496829,-1.78318518499192,-0.388637975376453,5.22547106059789,-167.704885400192
0.444752453818345,-1.79207789747496,-0.397089031631584,5.27529742517963,-167.506249544297
0.455832904291406,-1.80143200960667,-0.405646363953879,5.32716966646226,-167.309803501131
0.467189410313192,-1.8112718233074,-0.414303322040035,5.38115177994108,-167.116030160127
0.478828849462028,-1.82162292138473,-0.423052205304638,5.43730806145679,-166.925445773816
0.490758270662487,-1.83251222884538,-0.431884146484614,5.49570294350014,-166.738601479688
0.502984898454274,-1.84396807534796,-0.44078898257382,5.55640081593448,-166.556084857874
0.515516137367453,-1.85602025835838,-0.449755111682545,5.61946583020637,-166.378521524871
0.528359576406683,-1.86870010644196,-0.458769334264447,5.68496168602261,-166.20657676383
0.541522993647171,-1.88204054197132,-0.467816676987271,5.75295139935842,-166.040957192188
0.555014360945129,-1.89607614234113,-0.47688019734339,5.82349705052166,-165.882412467722
0.568841848765583,-1.91084319855414,-0.485940766901705,5.8966595108268,-165.731737034419
0.583013831130465,-1.92637976976921,-0.494976830894418,5.97249814622566,-165.589771909786
0.597538890689977,-1.94272573207342,-0.503964141612012,6.05107049599221,-165.457406515492
0.612425823920305,-1.95992281934578,-0.512875462849654,6.1324319242627,-165.335580553327
0.627683646450822,-1.97801465360818,-0.521680242412157,6.2166352418809,-165.225285928461
0.643321598524021,-1.99704676169528,-0.530344249447881,6.30373029558705,-165.127568721771
0.659349150591462,-2.01706657440397,-0.538829173152824,6.3937635211105,-165.043531212503
0.675776009049151,-2.03812340348516,-0.547092179175606,6.48677745617414,-164.974333951697
0.692612122115793,-2.06026839089666,-0.555085419877587,6.58281020878771,-164.921197885421
0.709867685857506,-2.08355442362044,-0.562755494480548,6.68189487549199,-164.885406524944
0.727553150362628,-2.1080360060368,-0.57004285509478,6.78405890341334,-164.868308158195
0.745679226070364,-2.13376908031219,-0.576881154699167,6.88932338909706,-164.871318093189
0.764256890257099,-2.16081078346844,-0.583196533389009,6.99770230610956,-164.895920919156
0.783297393684311,-2.18921912772877,-0.588906839677643,7.10920165234169,-164.943672764766
0.802812267412117,-2.21905258835204,-0.593920784411775,7.22381850681799,-165.016203524694
0.822813329782555,-2.25036958044829,-0.598137026036013,7.34153998464288,-165.115219015502
0.843312693576855,-2.28322780319964,-0.601443187642041,7.46234207752343,-165.242503009009
0.864322773351027,-2.31768342649273,-0.603714808614378,7.58618836614595,-165.399919075518
0.885856292954196,-2.3537900912235,-0.604814236923723,7.71302858961377,-165.589412149989
0.907926293234257,-2.39159769052169,-0.604589472444789,7.84279705626309,-165.813009710906
0.930546139935498,-2.43115089496891,-0.602872977354145,7.97541087958012,-166.072822433596
0.953729531792994,-2.47248738073081,-0.599480477002793,8.11076802279981,-166.371044146669
0.977490508828647,-2.51563571566729,-0.594209784005234,8.24874513627495,-166.709950881349
1.00184346085393,-2.56061285533303,-0.586839690017278,8.3891951731182,-167.091898758508
1.02680313618443,-2.60742119891065,-0.577128984173199,8.53194477126051,-167.519320406909
1.05238465057159,-2.65604515532415,-0.564815674775414,8.67679139432827,-167.994719548667
1.07860349635682,-2.70644717311875,-0.54961651184793,8.82350023009532,-168.520663324894
1.10547555185386,-2.75856319553722,-0.531226932677138,8.97180085426863,-169.099771867357
1.13301709096474,-2.81229751629515,-0.509321580271511,9.12138367965038,-169.734704553208
1.16124479303537,-2.86751703394461,-0.483555575108208,9.27189622697148,-170.428142313408
1.19017575295669,-2.92404493583306,-0.453566752240002,9.4229392746102,-171.182765307128
1.21982749151745,-2.98165388913655,-0.418979106484594,9.574062970637,-172.001225232416
1.25021796601488,-3.04005887887366,-0.379407714403959,9.72476302263546,-172.886111528676
1.28136558112982,-3.09890991334602,-0.334465417900573,9.87447711868244,-173.839910753112
1.31328920007267,-3.15778491718413,-0.283771553452369,10.0225817763253,-174.864958498653
1.3460081560071,-3.21618325019685,-0.22696298428095,10.1683898641453,-175.963383385108
1.37954226375834,-3.27352042246521,-0.1637076294013,10.3111490901686,-177.137042920359
1.41391183181318,-3.32912471397932,-0.0937205719223906,10.4500417991272,-178.38745141575
1.44913767461894,-3.38223653605416,-0.0167826581787364,10.5841864607408,-179.715700667081
1.48524112518882,-3.43201147026719,0.0672387385396031,10.7126412562315,-181.122374788278
1.52224404802133,-3.47752796011757,0.158367421801694,10.8344101708457,-182.607461401947
1.56016885234158,-3.51780057679618,0.25649553948421,10.9484519656896,-184.170262319692
1.59903850567247,-3.55179959749386,0.361361607175234,11.0536923221209,-185.809307825097
1.63887654774398,-3.57847729193467,0.472531163511013,11.1490393175991,-187.52227960832
1.67970710474897,-3.59680079476026,0.589382140065922,11.2334021990451,-189.305948163078
1.72155490395419,-3.60579075907331,0.711097178650658,11.3057131714877,-191.156130887164
1.76444528867529,-3.60456418807307,0.836665039722154,11.3649516292301,-193.067677061198
1.80840423362487,-3.59237901807084,0.964892848825139,11.4101699486449,-195.034485172585
1.85345836064299,-3.56867730642232,1.09443019293084,11.4405196717728,-197.049556616646
1.89963495481952,-3.53312341234583,1.22380503408667,11.4552766814439,-199.105087654272
1.94696198101817,-3.48563348840329,1.35147015532346,11.4538638459486,-201.192598768745
1.99546810081221,-3.42639301976533,1.47585756324526,11.4358696306844,-203.303097505863
2.04518268984212,-3.35586006914732,1.59543715636559,11.4010613547377,-205.4272678678
2.09613585560568,-3.27475321741163,1.70877524029043,11.3493921066307,-207.555676776103
2.14835845569128,-3.18402474747454,1.81458828898385,11.2810007932303,-209.678986405965
2.20188211646549,-3.08482115555281,1.91178777609073,11.1962053238272,-211.7881605933
2.25673925222618,-2.9784343365496,1.9995128729423,11.0954894591574,-213.874654125553
2.31296308483289,-2.86624758103615,2.07714916388605,10.9794843141941,-215.930575447894
2.37058766382617,-2.74968074002628,2.14433303134876,10.8489458387808,-217.948815876532
2.42964788704824,-2.63013857586845,2.20094276876421,10.7047297795343,-219.923141426783
2.49017952177737,-2.50896553863597,2.24707858978023,10.5477656447212,-221.848246421349
2.55221922638877,-2.38740916488496,2.28303439851312,10.3790310701734,-223.719770778057
2.61580457255517,-2.26659318187809,2.30926444125439,10.1995277552096,-225.534285024529
2.68097406800048,-2.14750038106866,2.32634782688837,10.010259847234,-227.289248517333
2.74776717982032,-2.03096451307005,2.33495348405289,9.81221534549561,-228.982947046227
2.81622435838361,-1.91766990555588,2.33580753930274,9.60635080406867,-230.614416066579
2.88638706182952,-1.80815721555012,2.32966446566567,9.39357936610656,-232.183355369825
2.95829778117487,-1.70283366105992,2.31728275329869,9.17476196887843,-233.690040238108
3.03200006604695,-1.60198617724597,2.29940534994511,8.95070142506243,-235.135233192286
