omega_rad_s,real_response,imag_response,magnitude_dB,phase_unwrapped_deg
2.54170702999599,-0.0962189590759159,-0.197847337126038,-13.1513977126065,-115.935012968141
2.61229957834796,-0.100705818169021,-0.185612473689558,-13.5072695764972,-118.482466725282
2.68485274128848,-0.104103528295784,-0.173628956273225,-13.8737973298847,-120.945835339777
2.75942097229252,-0.106507599602312,-0.162001904533941,-14.249451683568,-123.322783150819
2.83606023720824,-0.108020325972003,-0.150813771259219,-14.6327513807332,-125.612122340566
2.91482805626115,-0.108746169165496,-0.140125693465417,-15.0222831550567,-127.813665502854
2.99578354722488,-0.108788036472099,-0.129979562460226,-15.4167157648113,-129.928072943503
3.07898746979099,-0.108244463473526,-0.120400501322155,-15.814808769271,-131.956702945821
3.16450227117102,-0.107207637269108,-0.111399494262805,-16.2154168706143,-133.901470953994
3.25239213296517,-0.105762149919899,-0.102975975770225,-16.6174906913208,-135.76472153776
3.34272301933262,-0.103984351567407,-0.0951202482172963,-17.0200748246868,-137.549115243805
3.43556272649976,-0.101942170878103,-0.0878156488876698,-17.4223039136303,-139.257531064912
3.53098093364343,-0.0996952805903419,-0.0810404286492327,-17.8233974044687,-140.892984258203
3.62904925518736,-0.0972955025407149,-0.0747693346634957,-18.222653505736,-142.458558574365
3.72984129455112,-0.0947873655840896,-0.0689749098008699,-18.6194427694185,-143.957351559688
3.83343269939183,-0.0922087486147797,-0.0636285336926139,-19.0132016103657,-145.392431398542
3.93990121838014,-0.0895915578815727,-0.0587012365552323,-19.4034259925193,-146.766803717649
4.04932675955313,-0.0869624022276649,-0.0541643188565026,-19.7896654388795,-148.083386826321
4.16179145028782,-0.0843432415907761,-0.0499898090265737,-20.1715174650767,-149.344993980518
4.27737969894043,-0.0817519932140194,-0.0461507888842592,-20.5486224924525,-150.554321404549
4.39617825819754,-0.0792030868614372,-0.0426216130657599,-20.9206592637034,-151.713940962487
4.51827629018677,-0.0767079652850561,-0.03937804506783,-21.2873407604024,-152.826296528453
4.64376543339581,-0.0742755296337248,-0.0363973289048685,-21.6484106052109,-153.893703252703
4.77273987145004,-0.0719125317726985,-0.0336582120364582,-22.0036399206927,-154.91834905431
4.90529640380037,-0.0696239168903559,-0.0311409322523417,-22.3528246099658,-155.902297789266
5.04153451837433,-0.0674131205433546,-0.0288271786415481,-22.695783020874,-156.847493644722
5.18155646624494,-0.0652823246216807,-0.0267000346150804,-23.0323539540395,-157.755766396594
5.32546733837345,-0.0632326767437468,-0.0247439091669995,-23.3623949754082,-158.628837240256
5.47337514448341,-0.0612644774255817,-0.0229444611049693,-23.6857809952006,-159.468324964073
5.62539089412551,-0.0593773390845963,-0.0212885198126225,-24.0024030771671,-160.275752284849
5.78162867999375,-0.0575703205921249,-0.0197640051776155,-24.3121674444412,-161.052552204376
5.94220576355568,-0.0558420407174859,-0.0183598485896981,-24.6149946509,-161.800074278827
6.1072426630609,-0.0541907734345924,-0.0170659163459754,-24.9108188896436,-162.519590718862
6.27686324399388,-0.0526145277058963,-0.0158729363644157,-25.1995874129088,-163.212302259335
6.45119481203894,-0.0511111140268764,-0.0147724287751219,-25.4812600403835,-163.879343754306
6.63036820862729,-0.0496781997121118,-0.0137566407100888,-25.7558087354426,-164.521789466461
6.81451790913767,-0.0483133546328807,-0.0128184854282457,-26.0232172312762,-165.140658030797
7.0037821238245,-0.0470140888759191,-0.0119514857791188,-26.2834806912073,-165.736917081015
7.19830290154905,-0.0457778835819558,-0.011149721913892,-26.536605389693,-166.311487533956
7.39822623639168,-0.0446022160387162,-0.0104077830878428,-26.7826084025769,-166.86524753294
7.60370217722508,-0.0434845799437514,-0.00972072335584295,-27.0215172970976,-167.399036055381
7.81488494033079,-0.0424225016150695,-0.00908402093721692,-27.2533698139712,-167.913656193623
8.03193302514341,-0.0414135528095784,-0.00849354101331577,-27.478213535541,-168.409878120885
8.25500933320955,-0.0404553607083732,-0.00794550171732561,-27.6961055355364,-168.888441756525
8.48428129045062,-0.0395456155417012,-0.00743644307845871,-27.9071120073937,-169.350059146704
8.71992097282142,-0.0386820762530157,-0.00696319868980011,-28.1113078693694,-169.795416577936
8.96210523545858,-0.037862574539105,-0.00652286987919741,-28.308776345817,-170.225176442062
9.21101584541609,-0.0370850175502868,-0.00611280217456523,-28.4996085250029,-170.639978871942
9.46683961808722,-0.0363473894897254,-0.00573056386799704,-28.683902894703,-171.04044316749
9.72976855741555,-0.0356477523128751,-0.00537392649652979,-28.8617648575566,-171.42716903187
10,-0.0349842456958456,-0.00504084707085533,-29.0333062287505,-171.800737637478
