omega_rad_s,real_response,imag_response,magnitude_dB,phase_unwrapped_deg
0.2,0.948087169400586,0.409390180888999,0.279484806853009,23.3549996378914
0.205093266441975,0.970635694272706,0.410700298787115,0.456391499422966,22.9344403368694
0.210316239699195,0.993785642793616,0.412528882048027,0.636297875606762,22.5437537938392
0.215672222928507,1.01757419758792,0.414943533313639,0.819358292646632,22.1845137703217
0.221164603406047,1.04203949375498,0.418017795605803,1.00572198434564,21.8583618027493
0.226796854669451,1.06722028337064,0.421831803483931,1.19553194619222,21.5670125490709
0.232572538714618,1.09315551332677,0.426473003655858,1.3889236936703,21.3122595066324
0.238495308248419,1.11988379806259,0.432036947968955,1.58602387272404,21.0959810957136
0.24456890899877,1.14744276507747,0.438628160368647,1.78694869794908,20.9201470904676
0.25079718208354,1.17586824686416,0.446361077383946,1.99180219031021,20.7868253615738
0.25718406643978,1.20519328802529,0.45536105874617,2.20067418205001,20.6981888713862
0.263733601314823,1.23544693082284,0.465765460561758,2.41363805199723,20.6565228311493
0.270449928820813,1.26665273629318,0.477724757656183,2.63074814978971,20.6642318890674
0.277337296554302,1.29882699145053,0.491403693800008,2.85203686274488,20.7238471653843
0.284400060282542,1.33197654622503,0.506982427928067,3.07751127447708,20.8380328835194
0.291642686698207,1.36609621703731,0.524657630459395,3.3071493602376,21.009592261706
0.299069756244244,1.40116568795021,0.544643465595061,3.54089566087126,21.2414722241473
0.306685966010687,1.4371458361621,0.567172372098626,3.77865637599768,21.5367663609553
0.314496132705222,1.47397440769808,0.59249552559943,4.02029381858742,21.898715408647
0.322505195699415,1.51156097363896,0.62088282902891,4.26562017893538,22.3307043349129
0.330718220152507,1.54978111003997,0.65262223380123,4.51439055801766,22.8362548911794
0.33914040021477,1.5884697697653,0.688018142761514,4.76629525077705,23.4190122450832
0.34777706231243,1.62741385686741,0.727388587787371,5.02095129203377,24.0827240273025
0.356633668516253,1.66634408009568,0.77106081302655,5.27789332508011,24.8312098345773
0.365715819995915,1.70492625880381,0.81936483454083,5.53656391969168,25.6683189437943
0.375029260562338,1.74275238943442,0.872624497891238,5.7963035565695,26.5978737443122
0.384579880300243,1.77933196041834,0.931145531365037,6.05634061301283,27.6235962378961
0.394373719293204,1.81408423102149,0.995200114864472,6.31578183242032,28.7490149593385
0.404416971443569,1.84633246192979,1.06500758063423,6.57360393760792,29.9773499311643
