theta_rad,e,DIRECT_C81,OPERATING_TANGENT,CLASSICAL_LUT_COARSE,CLASSICAL_LUT_FINE,D11_SMALL_ANGLE
0.190481399838405,-0.00971833779352068,0.0010988323705954,0.00111894664706442,0.00109850209926697,0.00109875304253289,0.0014733513519648
0.139361889587815,0.00492267835785697,-0.000614940185651594,-0.00060369450035319,-0.000614943892261203,-0.000614941104630112,-0.000746304045808325
0.175508841936942,-0.000436305490765676,5.08836622011514e-05,5.09229558971542e-05,5.08813820455868e-05,5.08837044914928e-05,6.61462174239156e-05
0.124389331686353,-0.00579528933938803,0.00071357812071867,0.000728105144285664,0.000713537224083121,0.000713574144807713,0.000878596480656113
0.16053628403548,0.00884572681198961,-0.00107524235810643,-0.00104679819844314,-0.00107537545187581,-0.00107528810967712,-0.00134105891711701
0.10941677378489,0.00348674296336696,-0.000450759168224274,-0.000446729119391952,-0.000450760824664748,-0.000450769498190014,-0.000528608653884772
0.145563726134018,-0.00187224088525539,0.000224948608738143,0.000226716287244395,0.000224920106713589,0.000224935947691593,0.000283841609347425
0.181710678483145,-0.00723122473387775,0.000829618681669382,0.000839048476584967,0.000829623004006978,0.000829622351738697,0.00109629187257962
0.130591168232555,0.0074097914174996,-0.000945386719698823,-0.000922182280534057,-0.000945391877696362,-0.000945386398243982,-0.00112336352519346
0.166738120581682,0.00205080756887725,-0.00024239414963711,-0.000241372604274481,-0.000242391449922797,-0.000242393730327821,-0.000310913261961263
0.115618610331092,-0.0033081762797454,0.000416076597592685,0.000421065303520001,0.000416040855239709,0.000416074051197567,0.000501537001270977
0.15176556268022,-0.00866716012836775,0.00101751910894228,0.00103396403184838,0.00101763144496638,0.00101756226970689,0.00131398726450317
0.187912515029347,0.00597385602300989,-0.000696594449424248,-0.000689260577321728,-0.000696608734091908,-0.0006966018961548,-0.000905668133269951
0.136793004778757,0.000614872174387244,-7.59264412981278e-05,-7.57437901390282e-05,-7.594637429284e-05,-7.59312051042618e-05,-9.32178700377108e-05
0.172939957127884,-0.00474411167423511,0.000550601235485927,0.000555339232126079,0.000550595033234593,0.000550601275629532,0.000719232393194487
0.121820446877294,0.00989690447714253,-0.00128832759682612,-0.0012487081050323,-0.00128827638480401,-0.00128830248078631,-0.00150042300457864
0.157967399226422,0.00453792062851988,-0.000544967997012044,-0.000537987058720562,-0.000545101490497419,-0.000545020738496429,-0.000687972741346399
0.106847888975833,-0.000821063220102474,0.000105220607155875,0.000105428362104741,0.000105212955198871,0.000105215993064456,0.000124477521885799
0.142994841324959,-0.00618004706872483,0.000736498702992578,0.000752337153844457,0.000736537650370984,0.000736508687157904,0.000936927785117996
0.179141793674086,0.00846096908265253,-0.0010013517055881,-0.0009842048643259,-0.00100135660405188,-0.00100135379080387,-0.00128272761265509
0.128022283423497,0.00310198523403017,-0.000391898875829857,-0.000387568788801175,-0.000391898117781847,-0.000391899593847041,-0.00047027734942289
0.164169235772625,-0.00225699861459219,0.0002651761305697,0.000266330682604481,0.000265154409907979,0.000265172814492655,0.000342172913809308
0.113049725522035,-0.00761598246321483,0.000948218500148856,0.000972379605475008,0.00094818917945935,0.000948209765193901,0.00115462317704155
0.149196677871162,0.00702503368816281,-0.000868092735986646,-0.000843331069471857,-0.00086802840617624,-0.000868068479362113,-0.00106503222073158
0.185343630220288,0.00166604983954045,-0.000193195775714704,-0.00019268932386979,-0.00019321117007109,-0.000193198852166198,-0.00025258195749938
0.134224119969699,-0.00369293400908219,0.000450743201290173,0.000457029465843493,0.000450688585101938,0.000450725605679811,0.00055986830573286
0.170371072318827,-0.00905191785770455,0.00104575722018278,0.00106213475409235,0.00104575656460527,0.00104575830329484,0.00137231856896506
0.119251562068237,0.00558909829367309,-0.000719590977189901,-0.000707976356884651,-0.000719588526883155,-0.000719593159848117,-0.000847336828808068
0.155398514417364,0.000230114445050447,-2.73476190214249e-05,-2.73352859805972e-05,-2.73686537310276e-05,-2.73478465063155e-05,-3.48865655758279e-05
0.191545466766491,-0.00512886940357191,0.000585391903418078,0.000590045894685181,0.000585295574657695,0.000585338543841297,0.00077756369765637
0.140425956515901,0.00951214674780573,-0.0012048439525773,-0.00116408185619047,-0.00120478840634006,-0.0012048223288766,-0.00144209170011676
0.176572908865029,0.00415316289918309,-0.000488258693372766,-0.000484185924189876,-0.000488292866091269,-0.000488263245926103,-0.000629641436884516
0.125453398614439,-0.00120582094943927,0.000150580401870366,0.000151241974897923,0.000150549414701662,0.000150572034465462,0.000182808826347681
0.161600350963566,-0.00656480479806191,0.000767272190431687,0.000776265064338969,0.000767263163751388,0.000767267539583904,0.000995259089579922
0.110480840712976,0.00807621135331601,-0.00105581014980725,-0.00103414373093223,-0.00105580819568913,-0.0010558277973007,-0.00122439630819325
0.146627793062103,0.00271722750469337,-0.000332104635907096,-0.000328263657700515,-0.000332087561845413,-0.000332099704064265,-0.000411946044961007
0.182774745411231,-0.00264175634392927,0.000304911867678248,0.000306248878531407,0.000304905540300481,0.000304910779759325,0.000400504218271234
0.131655235160641,-0.00800074019255135,0.000966325517925802,0.000994094201870307,0.000966378452021481,0.000966347455543479,0.00121295448150339
0.167802187509768,0.00664027595882601,-0.000792259955728086,-0.000780770313798377,-0.000792438970169846,-0.000792279150841677,-0.00100670091626969
0.116682677259179,0.00128129211020337,-0.000163458944530905,-0.00016285648315497,-0.000163475230864984,-0.000163457273257757,-0.000194250653037454
0.152829629608305,-0.00407769173841871,0.000481866262006293,0.000485375742005778,0.000481860403021903,0.000481864795068261,0.0006181996101947
0.188976581957433,-0.00943667558704135,0.00107033474449106,0.00108783147510037,0.00107004309433186,0.00107025603592106,0.00143064987342694
0.137857071706844,0.00520434056433601,-0.000652304785159001,-0.000639838710097296,-0.000652284854736222,-0.000652298105481351,-0.000789005524346142
0.17400402405597,-0.000154643284286067,1.80727896971706e-05,1.80791928278929e-05,1.8061211099269e-05,1.80699032700883e-05,2.34447388860119e-05
0.122884513805381,-0.00551362713290871,0.000681111117799547,0.000694447243482837,0.000681100832199914,0.000681107319021502,0.000835895002118252
0.159031466154508,0.00912738901846865,-0.00111382211414006,-0.00108131366372172,-0.00111400708120183,-0.00111384654919937,-0.00138376039565483
0.107911955903919,0.00376840516984657,-0.000488097063514415,-0.000483413835361983,-0.000488121982086427,-0.000488102419554846,-0.000571310132422676
0.144058908253046,-0.00159057867877607,0.00019196565644029,0.000193214968190663,0.000191948208804014,0.000191959361473004,0.000241140130809564
0.180205860602173,-0.00694956252739871,0.000798643472603969,0.000807518360780325,0.000798651393150746,0.000798645946652665,0.0010535903940418
0.129086350351583,0.00769145362397921,-0.000984234995385191,-0.000959468928066683,-0.000984229089912288,-0.000984234311206181,-0.00116606500373136
0.165233302700711,0.00233246977535657,-0.000276203258200554,-0.000274926023942178,-0.000276215061753686,-0.000276206254201369,-0.000353614740499124
0.11411379245012,-0.00302651407326607,0.000381813950998284,0.000385897673100958,0.000381800730854097,0.000381807660216957,0.000458835522733117
0.150260744799248,-0.00838549792188815,0.000986219647126294,0.00100384463887539,0.000986388397128359,0.000986238695391314,0.00127128578596527
0.186407697148376,0.00625551822948921,-0.000731105463859219,-0.000722764516237944,-0.000731118431771751,-0.000731105565101803,-0.000948369611807812
0.135288186897785,0.000896534380866569,-0.000111129247747894,-0.000110768984587285,-0.000111159797378166,-0.000111143311812451,-0.000135919348575571
0.171435139246913,-0.0044624494677555,0.000518883129943804,0.000523143685933977,0.000518883835995508,0.000518882131220985,0.000676530914656583
0.120315628996322,-0.00982143331637815,0.00120135851276642,0.00124220551870089,0.00120129420330482,0.00120134514502733,0.00148898117788882
0.15646258134545,0.00481958283499921,-0.000581075624747515,-0.00057201234380058,-0.000581183087012333,-0.000581114542856178,-0.000730674219884259
0.105343071094862,-0.000539401013623433,6.92564619164155e-05,6.93700523636184e-05,6.9256606124227e-05,6.92566164013017e-05,8.1776043347981e-05
0.141490023443987,-0.00589838486224551,0.000705055556258796,0.000720243410955601,0.000705144222720817,0.000705067946391805,0.000894226306580135
0.177636975793115,0.00874263128913185,-0.00103696544216307,-0.0010182972376617,-0.00103698321791328,-0.00103696123308207,-0.00132542909119295
