theta_rad,e,delta_CT
0.10471975511966,-0.01,0.00124951567906129
0.109083078249646,-0.01,0.00124290836666974
0.113446401379631,-0.01,0.00123529076986753
0.117809724509617,-0.01,0.00122727714971239
0.122173047639603,-0.01,0.00121889730210965
0.126536370769589,-0.01,0.00121028318987734
0.130899693899575,-0.01,0.00120222740379272
0.135263017029561,-0.01,0.00119489196364501
0.139626340159546,-0.01,0.00118792841505527
0.143989663289532,-0.01,0.00118118392125534
0.148352986419518,-0.01,0.0011753091938755
0.152716309549504,-0.01,0.00117064438201842
0.15707963267949,-0.01,0.00116655987327832
0.161442955809475,-0.01,0.00116236152874848
0.165806278939461,-0.01,0.0011580877550448
0.170169602069447,-0.01,0.00115382048147758
0.174532925199433,-0.01,0.00114954741423214
0.178896248329419,-0.01,0.00114535590660246
0.183259571459405,-0.01,0.00114070212178578
0.18762289458939,-0.01,0.00113493190786261
0.191986217719376,-0.01,0.00112668579482074
0.10471975511966,-0.0095,0.00118873282561797
0.109083078249646,-0.0095,0.00118252264707475
0.113446401379631,-0.0095,0.00117531949398711
0.117809724509617,-0.0095,0.00116774072214383
0.122173047639603,-0.0095,0.0011598100925144
0.126536370769589,-0.0095,0.00115162489495283
0.130899693899575,-0.0095,0.00114364665728901
0.135263017029561,-0.0095,0.00113641761742458
0.139626340159546,-0.0095,0.00112966021418512
0.143989663289532,-0.0095,0.00112312351070073
0.148352986419518,-0.0095,0.00111744155648509
0.152716309549504,-0.0095,0.00111298053870732
0.15707963267949,-0.0095,0.00110911144677152
0.161442955809475,-0.0095,0.00110512776244062
0.165806278939461,-0.0095,0.0011010504316901
0.170169602069447,-0.0095,0.0010969612631812
0.174532925199433,-0.0095,0.00109286745755237
0.178896248329419,-0.0095,0.00108888416090297
0.183259571459405,-0.0095,0.00108462815440678
0.18762289458939,-0.0095,0.00107942372552475
0.191986217719376,-0.0095,0.0010718320263858
0.10471975511966,-0.009,0.00112777122860365
0.109083078249646,-0.009,0.00112195491209475
0.113446401379631,-0.009,0.00111516362810644
0.117809724509617,-0.009,0.00110801674979679
0.122173047639603,-0.009,0.00110053351545826
0.126536370769589,-0.009,0.00109281705451226
0.130899693899575,-0.009,0.00108499784278925
0.135263017029561,-0.009,0.00107787122614921
0.139626340159546,-0.009,0.0010713005635873
0.143989663289532,-0.009,0.00106498055686429
0.148352986419518,-0.009,0.001059488517494
0.152716309549504,-0.009,0.00105523283768775
0.15707963267949,-0.009,0.00105157702192483
0.161442955809475,-0.009,0.00104780854837171
0.165806278939461,-0.009,0.00104393405473992
0.170169602069447,-0.009,0.00104002619738501
0.174532925199433,-0.009,0.00103611363278224
0.178896248329419,-0.009,0.00103230880455334
0.183259571459405,-0.009,0.00102842681647998
0.18762289458939,-0.009,0.00102375045438684
0.191986217719376,-0.009,0.00101681001982392
