speed_kts,speed_mps,solveReturned,solverConverged,physicalConverged,physicalBranchSupported,credible,residualNorm,status,exitflag,invalidEvaluationCount,theta_deg,collectiveControl_deg,theta75_deg,stick_in,cyclicLong_deg,theta1sRight_deg,elevator_deg,leftThrust_N,rightThrust_N,meanThrustPerRotor_lb,theta_error_vs_GTRS_deg,stick_error_vs_GTRS_in,theta1s_error_vs_GTRS_deg,elevator_error_vs_GTRS_deg,thrust_error_vs_GTRS_pct
20,10.28888,1,1,1,1,0,0.0707638805550321,RESIDUAL_FAILED,1,173,0.349728529459715,36.3593319828672,9.96975133071729,4.76723630166067,-0.0702080891895256,0.0702080891895256,-0.136624622075019,31365.217026317,31365.217026317,7051.18128977936,-0.0602714705402848,-0.612763698339333,1.30020808918953,-2.90662462207502,-0.855713834858075
