seedIndex,seedTheta_deg,seedCollective_deg,seedStick_in,credible,residualNorm,status,exitflag,invalidEvaluationCount,theta_deg,collectiveControl_deg,stick_in
1,1.97899458038987,35.8355427469246,5.24877807113042,1,1.9167259235635e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,2,1.97899459195318,35.8355427320734,5.24877809593928
2,0,36.3895806521499,4.8,1,3.70975353520361e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,11,1.97899454332179,35.8355427544519,5.24877805324996
3,3.97899458038987,35.8355427469246,5.74877807113042,1,2.40142464512436e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,14,1.97899465277939,35.8355427271097,5.24877805289179
