law,b_variant,method,source_delay_included,omega_rad_s,model_shape_re,model_shape_im,source_shape_re,source_shape_im,normalized_complex_error,required_map_shape_re,required_map_shape_im
PP_mean,central,FULL_2,True,0.13130615992088468,0.376449243716886,0.38529862988881475,0.6584369538584858,0.42795473080885627,0.3631713086273112,1.4224757607914396,-0.3190954235638605
PP_mean,central,FULL_2,True,0.1321813255949599,0.379404266809418,0.3860227481527176,0.6615267724602357,0.4269165992052691,0.3620767679732927,1.4192516143486165,-0.31878083581626815
PP_mean,central,FULL_2,True,0.1330623243156914,0.3823721485048344,0.38673132915129255,0.6646052158148017,0.4258600279591407,0.36097591719708233,1.416034528128923,-0.3184460157582359
PP_mean,central,FULL_2,True,0.13394919496078467,0.38535273816947013,0.387424175186214,0.6676720646296674,0.42478519314347496,0.35986876980946325,1.4128247534961027,-0.3180910877776396
PP_mean,central,FULL_2,True,0.13484197666706804,0.38834588136729054,0.3881010899498061,0.6707271030942172,0.4236922738945455,0.3587553403485728,1.4096225390978263,-0.31771618000099233
PP_mean,central,FULL_2,True,0.13574070883221986,0.3913514198664605,0.3887618786069203,0.6737701189316784,0.42258145232988603,0.3576356443880876,1.406428130797426,-0.317321424225101
PP_mean,central,FULL_2,True,0.13664543111650698,0.39436919164787754,0.3894063478772049,0.6768009034488257,0.42145291346534464,0.35650969854510867,1.4032417716076013,-0.3169069558473531
PP_mean,central,FULL_2,True,0.13755618344453507,0.39739903091571227,0.39003430611770834,0.6798192515834302,0.42030684513126654,0.35537752048771465,1.400063701626117,-0.31647291379465164
PP_mean,central,FULL_2,True,0.1384730060070103,0.4004407681099687,0.39064556340576395,0.6828249619494379,0.4191434378878795,0.3542391289421886,1.3968941579735374,-0.3160194404510806
PP_mean,central,FULL_2,True,0.13939593926251304,0.403494229921087,0.39123993162210363,0.6858178368798712,0.4179628849399473,0.3530945436999105,1.3937333747330192,-0.3155466815843777
PP_mean,central,FULL_2,True,0.14032502393928314,0.4065592393066167,0.3918172245341465,0.6887976824674399,0.41676538205076347,0.3519437856238973,1.3905815828921824,-0.3150547862712587
PP_mean,central,FULL_2,True,0.14126030103701748,0.4096356155099774,0.39237725787940514,0.6917643086028576,0.4155511274555487,0.35078687665498204,1.3874390102870675,-0.31454390682166733
PP_mean,central,FULL_2,True,0.1422018118286788,0.41272317408131787,0.39291984944895014,0.6947175290108564,0.4143203217743297,0.34962383981763484,1.3843058815482374,-0.3140141987020215
PP_mean,central,FULL_2,True,0.14314959786231765,0.4158217269005004,0.3934448191708787,0.6976571612839045,0.4130731679243598,0.34845469922540506,1.381182418049003,-0.31346582045751775
PP_mean,central,FULL_2,True,0.14410370096290523,0.4189310822022187,0.39395198919372615,0.7005830269136173,0.411809871032152,0.34727948008597825,1.3780688378557964,-0.3128989336335551
PP_mean,central,FULL_2,True,0.14506416323417964,0.4220510446032629,0.3944411839697618,0.7034949513198724,0.4105306383451944,0.3460982087058448,1.3749653556807118,-0.31231370269635655
PP_mean,central,FULL_2,True,0.14603102706050347,0.42518141513194446,0.39491223033810285,0.706392763877629,0.4092356791434117,0.3449109124945645,1.3718721828362248,-0.3117102949528382
PP_mean,central,FULL_2,True,0.14700433510873445,0.4283219912596862,0.3953649576075927,0.7092762979414602,0.4079252046504418,0.3437176199686292,1.3687895271920896,-0.3110888804698102
PP_mean,central,FULL_2,True,0.1479841303301081,0.4314725669347903,0.3957991976393738,0.712145390867806,0.40659942794479126,0.3425183607549025,1.365717593134422,-0.3104496319925578
PP_mean,central,FULL_2,True,0.14897045596213343,0.4346329326183842,0.39621478492909906,0.7149998840349583,0.40525856387093534,0.34131316559364167,1.3626565815269736,-0.3097927248628848
PP_mean,central,FULL_2,True,0.14996335553050053,0.4378028753225493,0.3966115566887086,0.7178396228607898,0.40390282895042895,0.3401020663410857,1.3596066896746024,-0.30911833693666624
PP_mean,central,FULL_2,True,0.15096287285100177,0.44098217865063366,0.39698935292771903,0.7206644568182456,0.40253244129308746,0.33888509597161026,1.356568111288933,-0.30842664850099943
PP_mean,central,FULL_2,True,0.15196905203146502,0.44417062283975095,0.39734801653394797,0.7234742394486076,0.40114762050830344,0.33766228857943026,1.3535410364562037,-0.30771784219098314
PP_mean,central,FULL_2,True,0.15298193747370034,0.4473679848054539,0.3976873933536205,0.7262688283725554,0.39974858761656024,0.3364336793798602,1.350525651607302,-0.3069921029062276
PP_mean,central,FULL_2,True,0.15400157387545915,0.45057403818858827,0.39800733227078183,0.7290480852990446,0.39833556496119876,0.3351993047101113,1.3475221394899752,-0.3062496177271262
PP_mean,central,FULL_2,True,0.15502800623240698,0.45378855340430985,0.39830768528596083,0.7318118760320202,0.3969087761205035,0.33395920202962853,1.3445306791432055,-0.30549057583097455
PP_mean,central,FULL_2,True,0.1560612798401087,0.4570112976932621,0.3985883075940039,0.7345600704749934,0.3954684458201596,0.3327134099199579,1.3415514458737554,-0.3047151684079745
PP_mean,central,FULL_2,True,0.15710144029602793,0.46024203517489887,0.3988490576610301,0.7372925426335042,0.394014799846139,0.331461968084139,1.3385846112348427,-0.30392358857721125
PP_mean,central,FULL_2,True,0.1581485335015386,0.4634805269029391,0.39908979730042976,0.7400091706155008,0.3925480649580752,0.33020491734562024,1.33563034300696,-0.30311603130264114
PP_mean,central,FULL_2,True,0.15920260566395103,0.46672653092293664,0.39931039174784166,0.7427098366296592,0.3910684688031749,0.3289422996466892,1.3326888051808023,-0.3022926933091576
PP_mean,central,FULL_2,True,0.1602637032985507,0.469979802331949,0.3995107097350488,0.7453944269816797,0.38957623983072337,0.327674158046416,1.3297601579422973,-0.30145377299879633
PP_mean,central,FULL_2,True,0.16133187323065118,0.473240093340282,0.3996906235627225,0.7480628320685834,0.38807160720723216,0.3264005367181016,1.3268445576597014,-0.30059947036712714
