speed_kts,speed_mps,solveReturned,solverConverged,physicalConverged,physicalBranchSupported,credible,residualNorm,status,exitflag,invalidEvaluationCount,theta_deg,collectiveControl_deg,stick_in,theta1sRight_deg,elevator_deg,meanThrustPerRotor_lb,theta_error_vs_GTRS_deg,stick_error_vs_GTRS_in,theta1s_error_vs_GTRS_deg,elevator_error_vs_GTRS_deg,thrust_error_vs_GTRS_pct
0.01,0.00514444,1,1,1,1,1,2.83396528615482e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,1,0.767133102608996,36.3525612581177,5.50962043263488,-1.52061876864885,2.95911720408744,6684.28424891556,-0.342866897391004,0.239620432634878,-0.530618768648853,0.729117204087439,-8.85796069611401
4,2.057776,1,1,1,1,1,1.28300938888621e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,0,0.630660449371272,36.325161347212,5.52376708105937,-1.55093308616067,3.01810872801758,6678.83400948331,NaN,NaN,NaN,NaN,NaN
8,4.115552,1,1,1,1,1,2.05263618239473e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,4,0.559940904463694,36.2557709566184,5.53665719452511,-1.57855482246444,3.07186050116969,6668.32529074362,NaN,NaN,NaN,NaN,NaN
12,6.173328,1,1,1,1,1,1.45033003859572e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,18,1.50685150600183,36.1273869290602,5.3402515898088,-1.15768468532576,2.25284912950269,6647.44766462811,NaN,NaN,NaN,NaN,NaN
16,8.231104,1,1,1,1,1,2.74134950328399e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,23,2.10058550599618,35.9898426331181,5.21034628125737,-0.879315516054599,1.71114399284325,6653.1311984729,NaN,NaN,NaN,NaN,NaN
18,9.259992,1,1,1,1,1,1.46904100362208e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,2,2.04423090782861,35.9164428688928,5.22728241001829,-0.915607305408075,1.78176764977629,6657.88084122728,NaN,NaN,NaN,NaN,NaN
20,10.28888,1,1,1,1,1,2.36088238810953e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,14,1.97899458038987,35.8355427469246,5.24877807113042,-0.96166954407592,1.87140455661383,6661.54881728267,1.56899458038987,-0.131221928869585,0.26833045592408,-0.898595443386168,-6.33420485145368
