time_s,accelerationUp,hubForceDifference,linearAccelerationDelta,linearForceDifferenceDelta
0,1.67301117947155e-15,0,0,0
0.005,1.67301117947155e-15,0,0,0
0.01,1.67301117947155e-15,0,0,0
0.015,1.67301117947155e-15,0,0,0
0.02,1.67301117947155e-15,0,0,0
0.025,1.67301117947155e-15,0,0,0
0.03,1.67301117947155e-15,0,0,0
0.035,1.67301117947155e-15,0,0,0
0.04,1.67301117947155e-15,0,0,0
0.045,1.67301117947155e-15,0,0,0
0.05,1.67301117947155e-15,0,0,0
0.055,1.67301117947155e-15,0,0,0
0.06,1.67301117947155e-15,0,0,0
0.065,1.67301117947155e-15,0,0,0
0.07,1.67301117947155e-15,0,0,0
0.075,1.86807540705953e-16,0,0,0
0.08,1.86807540705953e-16,0,0,0
0.085,1.86807540705953e-16,0,0,0
0.09,1.86807540705953e-16,0,0,0
0.095,1.86807540705953e-16,0,0,0
0.1,1.86807540705953e-16,0,0,0
0.105,1.86807540705953e-16,0,0,0
0.11,1.86807540705953e-16,0,0,0
0.115,1.86807540705953e-16,0,0,0
0.12,1.86807540705953e-16,0,0,0
0.125,1.86807540705953e-16,0,0,0
0.13,1.86807540705953e-16,0,0,0
0.135,1.86807540705953e-16,0,0,0
0.14,1.86807540705953e-16,0,0,0
0.145,4.17994773402823e-16,0,0,0
0.15,1.67301117947155e-15,0,0,0
0.155,4.64541845700273e-15,0,0,0
0.16,4.64541845700273e-15,0,0,0
0.165,4.64541845700273e-15,0,0,0
0.17,4.64541845700273e-15,0,0,0
0.175,4.41423122430586e-15,0,0,0
0.18,4.41423122430586e-15,0,0,0
0.185,1.44182394677468e-15,0,0,0
0.19,1.44182394677468e-15,0,0,0
0.195,1.86807540705953e-16,0,0,0
0.2,1.86807540705953e-16,0,0,0
0.205,1.86807540705953e-16,0,0,0
0.21,1.86807540705953e-16,0,0,0
0.215,1.86807540705953e-16,0,0,0
0.22,1.86807540705953e-16,0,0,0
0.225,1.86807540705953e-16,0,0,0
0.23,1.86807540705953e-16,0,0,0
0.235,1.86807540705953e-16,0,0,0
0.24,1.86807540705953e-16,0,0,0
0.245,1.86807540705953e-16,0,0,0
0.25,1.86807540705953e-16,0,0,0
0.255,1.86807540705953e-16,0,0,0
0.26,1.86807540705953e-16,0,0,0
0.265,1.67301117947155e-15,0,0,0
0.27,1.67301117947155e-15,0,0,0
0.275,4.64541845700273e-15,0,0,0
0.28,4.64541845700273e-15,0,0,0
0.285,4.64541845700273e-15,0,0,0
0.29,4.64541845700273e-15,0,0,0
0.295,4.41423122430586e-15,0,0,0
0.3,4.41423122430586e-15,0,0,0
0.305,1.44182394677468e-15,0,0,0
0.31,1.44182394677468e-15,0,0,0
0.315,1.86807540705953e-16,0,0,0
0.32,1.86807540705953e-16,0,0,0
0.325,1.86807540705953e-16,0,0,0
0.33,1.86807540705953e-16,0,0,0
0.335,1.86807540705953e-16,0,0,0
0.34,1.86807540705953e-16,0,0,0
0.345,1.86807540705953e-16,0,0,0
0.35,1.86807540705953e-16,0,0,0
0.355,1.86807540705953e-16,0,0,0
0.36,1.86807540705953e-16,0,0,0
0.365,1.86807540705953e-16,0,0,0
0.37,1.86807540705953e-16,0,0,0
0.375,1.86807540705953e-16,0,0,0
0.38,1.86807540705953e-16,0,0,0
0.385,1.67301117947155e-15,0,0,0
0.39,1.67301117947155e-15,0,0,0
0.395,1.67301117947155e-15,0,0,0
0.4,1.67301117947155e-15,0,0,0
0.405,1.67301117947155e-15,0,0,0
0.41,1.67301117947155e-15,0,0,0
0.415,1.67301117947155e-15,0,0,0
0.42,1.67301117947155e-15,0,0,0
0.425,1.67301117947155e-15,0,0,0
0.43,1.67301117947155e-15,0,0,0
0.435,1.67301117947155e-15,0,0,0
0.44,1.67301117947155e-15,0,0,0
0.445,1.67301117947155e-15,0,0,0
0.45,1.67301117947155e-15,0,0,0
0.455,1.67301117947155e-15,0,0,0
0.46,1.67301117947155e-15,0,0,0
0.465,1.67301117947155e-15,0,0,0
0.47,1.67301117947155e-15,0,0,0
0.475,1.67301117947155e-15,0,0,0
0.48,1.67301117947155e-15,0,0,0
0.485,1.67301117947155e-15,0,0,0
0.49,1.67301117947155e-15,0,0,0
0.495,1.67301117947155e-15,0,0,0
0.5,1.67301117947155e-15,0,-2.03405961760674e-28,-2.60817669604713e-40
0.505,3.95185675891212e-15,-0.0194583950506058,1.85129737167999e-27,-0.0194583950595637
0.51,-8.5983073017751e-15,-0.155348706568475,7.46676510881673e-27,-0.155348706574854
0.515,-5.55953690342966e-14,-0.522513941497891,-1.01804933212964e-25,-0.522513941503145
0.52,-8.81927688445602e-14,-1.23263493681225,-3.20318242309198e-25,-1.23263493681665
0.525,2.52415690713502e-12,-2.39268825763429,-1.12856608070091e-24,-2.39268825765711
0.53,1.86959019947662e-11,-4.10345048609452,-6.12194280279622e-24,-4.10345048619157
0.535,8.78815547063394e-11,-6.45806371945582,-1.68302969074925e-23,-6.45806371985337
0.54,3.05824566243219e-10,-9.54067655057224,-3.85442801842504e-23,-9.54067655201629
0.545,8.93724880849769e-10,-13.4251741304688,-8.22343818685074e-23,-13.4251741349342
0.55,2.264297219748e-09,-18.1740101177165,-1.4690301880115e-22,-18.17401012976
0.555,5.17795945815669e-09,-23.8371524091635,-2.47679932084525e-22,-23.8371524384624
0.56,1.08400352312253e-08,-30.4511535299025,-3.7699130903572e-22,-30.4511535952935
0.565,2.11745572634305e-08,-38.0383554441069,-5.57968216205107e-22,-38.0383555798724
0.57,3.88988714885675e-08,-46.6062373448476,-8.0416946526475e-22,-46.6062376095099
0.575,6.79259377439146e-08,-56.1469136969281,-1.13372529487048e-21,-56.1469141854752
0.58,1.13306887405114e-07,-66.6367884583306,-1.52548019629284e-21,-66.6367893175273
0.585,1.81747777051903e-07,-78.0363699970476,-2.03727542069329e-21,-78.036371444815
0.59,2.81268516919893e-07,-90.2902497744508,-2.5448251348427e-21,-90.2902521213197
0.595,4.21799521883115e-07,-103.327246379031,-3.13616241112817e-21,-103.327250052857
0.6,6.14400474375854e-07,-117.060715003365,-3.80585866141436e-21,-117.060720573056
0.605,8.7189233678352e-07,-131.389020941151,-4.55042100989892e-21,-131.389029140634
0.61,1.20752827437171e-06,-146.196174197277,-5.58440043019192e-21,-146.19618594274
0.615,1.63561841701793e-06,-161.352620809284,-6.89145192020352e-21,-161.352637212043
0.62,2.16964939543857e-06,-176.716185056579,-8.49604202909243e-21,-176.716207421489
0.625,2.82286896637298e-06,-192.133155308424,-1.03237644554382e-20,-192.133185122718
0.63,3.6059955522566e-06,-207.439504954236,-1.24434784787312e-20,-207.439543854245
0.635,4.52773921369039e-06,-222.462238550594,-1.48107884443822e-20,-222.462288275315
0.64,5.59239893780436e-06,-237.020852173493,-1.71271896007392e-20,-237.020914492008
0.645,6.8002978293649e-06,-250.928895818339,-1.94169767004247e-20,-250.928972444113
0.65,8.14569652816024e-06,-263.995624742336,-2.14503756578533e-20,-263.995717224228
0.655,9.6171099169812e-06,-276.027725706932,-2.3091785175016e-20,-276.027835313304
0.66,1.11960332067818e-05,-286.831103356148,-2.4820926646224e-20,-286.831230947384
0.665,1.28570867781228e-05,-296.212711279139,-2.64493632616602e-20,-296.212857185519
0.67,1.45680309373569e-05,-303.98241182572,-2.77552034372892e-20,-303.982575734716
0.675,1.62896625768612e-05,-309.95484834442,-2.89677366504875e-20,-309.955029209024
0.68,1.79774742781574e-05,-313.951313277212,-3.02940184251394e-20,-313.951509260222
0.685,1.9581214001097e-05,-315.801595465407,-3.16371725939424e-20,-315.801803919488
0.69,2.10483320044538e-05,-315.34579002576,-3.31814172949613e-20,-315.346007534238
0.695,2.2323126073537e-05,-312.436054411377,-3.49240348864289e-20,-312.436276872049
0.7,2.33518407756e-05,-306.938294509375,-3.68033598112226e-20,-306.938517293225
0.705,2.40813654831321e-05,-298.733765216501,-3.88552512975492e-20,-298.733983362679
0.71,2.44655439182422e-05,-287.720570395984,-4.04806940024887e-20,-287.720778876969
0.715,2.44634723880632e-05,-273.815048020682,-4.17785550152406e-20,-273.815242018886
0.72,2.40462491611624e-05,-256.953026988493,-4.29723059169002e-20,-256.953202214098
0.725,2.31952394417736e-05,-237.090943265765,-4.39362303504114e-20,-237.091096245272
0.73,2.19078839530482e-05,-214.206803918692,-4.43597940021733e-20,-214.206932270856
0.735,2.01965760069642e-05,-188.300988956289,-4.44752895364553e-20,-188.30109158955
0.74,1.8092452016837e-05,-159.396882047437,-4.42991321008673e-20,-159.396959277749
0.745,1.56448457820028e-05,-127.541322655274,-4.39263092111749e-20,-127.541376195345
0.75,1.29227979925876e-05,-92.8048734849508,-4.33128176345775e-20,-92.8049062941265
0.755,1.00144198867814e-05,-55.2818986925886,-4.25507900458471e-20,-55.2819146606648
0.76,7.02652103840247e-06,-15.0904498102027,-4.16178751834869e-20,-15.0904532698288
0.765,4.08312394438172e-06,27.6280420621406,-4.05510457915988e-20,27.6280469969742
0.77,1.32338987292015e-06,72.7092676602297,-3.93201633971898e-20,72.7092779160464
0.775,-1.10059812319044e-06,119.966732806879,-3.79157271866789e-20,119.966747309271
0.78,-3.02776256114571e-06,169.192640165827,-3.63018023806287e-20,169.192660896607
0.785,-4.29054949918389e-06,220.158954567989,-3.44650286412989e-20,220.158987673394
0.79,-4.72083774751436e-06,272.618645439208,-3.23004122775077e-20,272.61870232435
0.795,-4.15295117544007e-06,326.307098336234,-2.97981557269161e-20,326.307196683397
0.8,-2.42858971243068e-06,380.943686164781,-2.73273534563951e-20,380.943850803792
0.805,5.96572716050955e-07,436.233489290473,-2.46559609905609e-20,436.233752828772
0.81,5.05094331574849e-06,491.869152381772,-2.17173144764979e-20,491.869555560557
0.815,1.10396511427835e-05,547.532864755951,-1.82058082048182e-20,547.533456426116
0.82,1.86408830120523e-05,602.898449751912,-1.47646849494499e-20,602.899286441835
0.825,2.79028382383268e-05,657.633547743073,-1.11082978907485e-20,657.634692795418
0.83,3.88390279021897e-05,711.401876566691,-6.80642095915274e-21,711.403398800624
0.835,5.14256874506792e-05,763.865552324402,-1.84262327943948e-21,763.867524246147
0.84,6.56005512466253e-05,814.687452949034,3.52612935952495e-21,814.689948560622
0.845,8.12612205094156e-05,863.533606514316,9.3877301308478e-21,863.536698756697
0.85,9.82648880557476e-05,910.075585887978,1.62216256383159e-20,910.079343802552
0.855,0.000116429774663164,953.992891167392,2.34697845693072e-20,953.997376902142
0.86,0.00013553682603081,994.975301377468,3.15409402470139e-20,994.980567147682
0.865,0.000155332668739192,1032.72517701308,4.09334133498965e-20,1032.73126213995
0.87,0.000175534047647122,1066.9596952505,5.03985396970048e-20,1066.96662345327
0.875,0.000195831465938032,1097.41300020742,6.05256916199207e-20,1097.42077725057
0.88,0.000215898442215508,1123.83825103396,7.02439849126054e-20,1123.84686292686
0.885,0.000235390955181848,1146.00955163768,7.95242454906301e-20,1146.01896337187
0.89,0.000253966017370739,1163.72374610561,8.74286755180985e-20,1163.73390129007
0.895,0.000271275179513138,1176.80206593531,9.36045698495928e-20,1176.81288699111
0.9,0.000286986682373043,1185.091614712,9.87979509412541e-20,1185.10300415904
0.905,0.000300781699543618,1188.46667897472,1.02300929938063e-19,1188.47852131548
0.91,0.000312368709557145,1186.82985348384,1.05211075479613e-19,1186.84201800126
0.915,0.000321489323871816,1180.11297187463,1.08390931191209e-19,1180.12531610101
0.92,0.000327924356253904,1168.27783447258,1.11027240665011e-19,1168.29020821708
0.925,0.00033150059646747,1151.31672672917,1.13480828641612e-19,1151.32897654823
0.93,0.00033209632244193,1129.252723408,1.1584175947719e-19,1129.26469733511
0.935,0.0003296453065775,1102.13977525576,1.17858024349124e-19,1102.15132758336
0.94,0.000324139603877789,1070.0625765484,1.19364045430198e-19,1070.07357245497
0.945,0.00031563115248114,1033.13621359278,1.207306114188e-19,1033.14653341413
0.95,0.000304232366613108,991.505595950566,1.22874479650973e-19,991.515138912629
0.955,0.000290115025816821,945.344673854681,1.25375636124876e-19,945.35336108793
0.96,0.000273507692373351,894.855446918784,1.30378265063957e-19,894.863223610142
0.965,0.000254691658351663,840.266770867038,1.36868162827239e-19,840.27360743983
0.97,0.000233995851676724,781.832970564443,1.4493525764926e-19,781.838862832815
0.975,0.000211790674594848,719.832269149225,1.53803337123251e-19,719.837237438665
0.98,0.000188480226187981,654.565044515126,1.63165850775191e-19,654.569131774064
0.985,0.000164494091532963,586.351925718427,1.71501058958802e-19,586.355194698979
0.99,0.000140279090074804,515.531743115425,1.78867940109979e-19,515.534272771755
0.995,0.000116286799430754,442.459347257485,1.84574404100126e-19,442.461228498734
1,9.29713396530824e-05,367.50331247447,1.87335538042767e-19,367.504643515571
1.005,7.07667422155277e-05,291.115366114016,1.87237865719918e-19,291.116247780199
1.01,5.00930601286371e-05,213.679617381564,1.84025921038757e-19,213.680147920642
1.015,3.13330611748457e-05,135.474760079338,1.78315844412297e-19,135.475030275437
1.02,1.48339043986277e-05,56.7822595624821,1.70526469094426e-19,56.7823488167199
1.025,8.9455767949775e-07,-22.1146607451883,1.61286112859491e-19,-22.1146877801593
1.03,-1.02401044447818e-05,-100.932039261581,1.51183417944552e-19,-100.93213538203
1.035,-1.8383427779534e-05,-179.386198871125,1.40842736596029e-19,-179.386336290149
1.04,-2.34092701829623e-05,-257.194768565972,1.30805365071346e-19,-257.194940101622
1.045,-2.52528732677175e-05,-334.077700411683,1.21590122079631e-19,-334.077919865932
1.05,-2.3909416576454e-05,-409.758278153909,1.13318524717112e-19,-409.758579879587
1.055,-1.94307569274373e-05,-483.964113810445,1.06173377133353e-19,-483.964551491837
1.06,-1.19207868760362e-05,-556.428128639436,1.00588220204339e-19,-556.428773337718
1.065,-1.5297281353417e-06,-626.889514928273,9.67746657855153e-20,-626.890452470546
1.07,1.15517383647374e-05,-695.094675133143,9.36984987553592e-20,-695.096002934932
1.075,2.70986473012636e-05,-760.798134967925,9.10450563738961e-20,-760.799958402355
1.08,4.48578289136863e-05,-823.763427144295,8.85045783660837e-20,-823.765855584893
1.085,6.45537061375118e-05,-883.763942567748,8.5826104470512e-20,-883.767085247694
1.09,8.58931879541905e-05,-940.583745935517,8.2910378816436e-20,-940.587707757529
1.095,0.000108569613062725,-994.018352810454,7.90251906147623e-20,-994.023230232266
1.1,0.000132266547026,-1043.87546535304,7.44034388769901e-20,-1043.88134249444
1.105,0.000156660645074038,-1089.97566406694,6.93846634119889e-20,-1089.98260918021
1.11,0.000181423745657347,-1132.15305314269,6.2524657376213e-20,-1132.16111551289
1.115,0.000206226377901698,-1170.25585699119,5.45115253363438e-20,-1170.26506441701
1.12,0.000230736096663937,-1204.14696595335,4.64372386399718e-20,-1204.15732282384
1.125,0.000254627001902328,-1233.70442905079,3.85665069192176e-20,-1233.71591520237
1.13,0.00027757192463125,-1258.82189238358,3.14851577270884e-20,-1258.83446253948
1.135,0.00029925768674633,-1279.40898100491,2.52486116882475e-20,-1279.42256518953
1.14,0.000319377263834622,-1295.39162374453,1.83544752304556e-20,-1295.40612821547
1.145,0.000337642246246012,-1306.71231896078,1.11200551534149e-20,-1306.72762805057
1.15,0.000353782208577797,-1313.33034100737,2.34780592081164e-21,-1313.34631952119
1.155,0.000367551399629599,-1315.22188622608,-7.60594758813584e-21,-1315.23838248536
1.16,0.000378734012819701,-1312.380158145,-1.79622476139724e-20,-1312.3970075596
1.165,0.000387148393947903,-1304.81539159133,-2.77024668597625e-20,-1304.83242062531
1.17,0.000392651028818598,-1292.55481561578,-3.54010483796824e-20,-1292.57184602669
1.175,0.000395140944101121,-1275.64255534146,-4.13763337544227e-20,-1275.65940859245
1.18,0.000394562828876268,-1254.13947314022,-4.56414563774155e-20,-1254.15597483414
1.185,0.000390909054781518,-1228.12294970054,-4.89264876070283e-20,-1228.13893389234
1.19,0.000384220534303902,-1197.68660577208,-5.22092674160272e-20,-1197.70191901943
1.195,0.000374586552247517,-1162.93996557395,-5.55102717364557e-20,-1162.9544706009
1.2,0.000362143771495956,-1124.00806306057,-5.82166653491403e-20,-1124.02164192833
1.205,0.000347073869769747,-1081.03099246642,-6.04280799718846e-20,-1081.04354914253
1.21,0.000329600109974424,-1034.16340472368,-6.44062116625243e-20,-1034.17486696675
1.215,0.000309982894480481,-983.573951550617,-6.95127937834641e-20,-983.584272044732
1.22,0.000288514970553146,-929.444679169028,-7.44065395320302e-20,-929.453835886901
1.225,0.000265516165311324,-871.970373818636,-7.93735213494237e-20,-871.978369609569
1.23,0.000241327344364033,-811.357861416403,-8.34004417776579e-20,-811.364722825282
1.235,0.000216304495947954,-747.825263854847,-8.65669015732836e-20,-747.831039207576
1.24,0.000190813267246372,-681.601214557559,-8.88268071868206e-20,-681.605971409336
1.245,0.000165221701400468,-612.924036153334,-9.01264724448808e-20,-612.927858160136
1.25,0.000139898558309193,-542.040883163183,-8.94919116500312e-20,-542.04386650422
1.255,0.000115200917655053,-469.206852830248,-8.77125536364307e-20,-469.209102266017
1.26,9.14804812677852e-05,-394.684067167465,-8.42735435789231e-20,-394.685691944684
1.265,6.90651639117472e-05,-318.740729737034,-7.97713646960263e-20,-318.741839341748
1.27,4.82684661034738e-05,-241.650160255758,-7.47748324870678e-20,-241.650860317065
1.275,2.93769820341694e-05,-163.689810805037,-6.98181782576753e-20,-163.69019914685
1.28,1.26505822176613e-05,-85.1402669779964,-6.51574333454178e-20,-85.1404300239119
1.285,-1.68029966249109e-06,-6.28423766980632,-6.10516982365039e-20,-6.2842472935184
1.29,-1.34185946815462e-05,72.5944628612851,-5.75484657168196e-20,72.5945519409638
1.295,-2.24027248000776e-05,151.211936993135,-5.46636396739646e-20,151.212089181162
1.3,-2.85083098014171e-05,229.285226092132,-5.23970217572e-20,229.285426189774
1.305,-3.16497565758026e-05,306.533329519905,-5.05215440298961e-20,306.533583262644
1.31,-3.17821090935267e-05,382.678216612065,-4.87619719387961e-20,382.678550452317
1.315,-2.89020114249328e-05,457.445827962136,-4.68598025766184e-20,457.446288103602
1.32,-2.30481608749212e-05,530.567062385166,-4.45235038976058e-20,530.567713100426
1.325,-1.43010736742261e-05,601.778745984888,-4.16240595150025e-20,601.779667274459
1.33,-2.78258136881061e-06,670.824579824588,-3.85300589693832e-20,670.825864490364
1.335,1.13451462986533e-05,737.456062775469,-3.48570617573696e-20,737.457812999099
1.34,2.78814689569669e-05,801.433386200686,-3.06261176966191e-20,801.435709739911
1.345,4.65899033567173e-05,862.526297242446,-2.53833941918863e-20,862.529303372363
1.35,6.7201453667875e-05,920.514927594577,-1.96121369527818e-20,920.518722932547
1.355,8.94180336334963e-05,975.190584795957,-1.33915611010802e-20,975.195269131102
1.36,0.00011291685714217,1026.35650317679,-6.31057383589262e-21,1026.3621654453
1.365,0.000137355526216354,1073.82855174634,2.04387510374301e-21,1073.83526630202
1.37,0.000162376750224703,1117.4358965107,1.00003772408011e-20,1117.44371980299
1.375,0.000187614513489681,1157.02161485002,1.81878255052615e-20,1157.03058260707
1.38,0.000212699121061276,1192.44325970606,2.66055060834678e-20,1192.45338475685
1.385,0.00023726261824017,1223.57337166827,3.55147736909495e-20,1223.58464241663
1.39,0.000260945609549834,1250.29993698565,4.42128401348288e-20,1250.31231667656
1.395,0.000283401864468362,1272.52679005994,5.30511115470992e-20,1272.54021677173
1.4,0.000304304320870883,1290.17395880516,6.14337822051351e-20,1290.18834626504
1.405,0.000323347949890884,1303.17795185953,6.90707002119107e-20,1303.19319094801
1.41,0.000340257014114388,1311.4919863836,7.69724920097463e-20,1311.50794742333
1.415,0.000354786683300229,1315.08615591795,8.47140750897932e-20,1315.10269154656
1.42,0.000366726990026995,1313.94753751633,9.36815457046764e-20,1313.96448612069
1.425,0.000375906245164292,1308.0802378437,1.02329823352651e-19,1308.09742745616
1.43,0.000382192991961103,1297.50537811718,1.12381711822864e-19,1297.52263062848
1.435,0.000385497302807466,1282.26101793462,1.23076830648209e-19,1282.27815348684
1.44,0.000385771809447726,1262.4020182548,1.33486206877855e-19,1262.41885968688
1.445,0.000383012493563848,1237.99984402261,1.4341057262314e-19,1238.01622124082
1.45,0.000377258526506685,1209.142307169,1.52724210747505e-19,1209.15806129537
1.455,0.000368591528941521,1175.93325089474,1.60453884386641e-19,1175.94823806326
1.46,0.000357134115846885,1138.49217636931,1.67867430511808e-19,1138.50627104584
1.465,0.000343048264404978,1096.95381315593,1.73659053887447e-19,1096.96691089187
1.47,0.000326533246824357,1051.46763490234,1.7844855456167e-19,1051.47965444081
1.475,0.000307822855363219,1002.19732203062,1.810144558507e-19,1002.20820669552
1.48,0.000287182021603294,949.320173339747,1.83134077457858e-19,949.329891661115
1.485,0.000264903126002135,893.026468607906,1.84312625450304e-19,893.035014169985
1.49,0.000241302329821699,833.518784451073,1.85722045355983e-19,833.526174989931
1.495,0.000216714890642645,771.01126591198,1.86645160594938e-19,771.01754168016
1.5,0.000191490500252143,705.728856375852,1.86974281697545e-19,705.734077819372
1.505,0.000165988936241898,637.906488522665,1.86641816854659e-19,637.910733379777
1.51,0.000140572810324992,567.788239275204,1.85944130891552e-19,567.791599160943
1.515,0.000115607806805353,495.626451694785,1.85064255727773e-19,495.629028326474
1.52,9.1448361829678e-05,421.680827090287,1.82857012784786e-19,421.682728205153
1.525,6.84418749694064e-05,346.217490424111,1.79939245946906e-19,346.218825624991
1.53,4.69174830308022e-05,269.508032569778,1.76308785197785e-19,269.508909144045
1.535,2.71834659167216e-05,191.828532723812,1.72332343286078e-19,191.829051624873
1.54,9.52322656519434e-06,113.458564559762,1.68020977091248e-19,113.458816670371
1.545,-5.81069451167725e-06,34.680189706276,1.63684248923784e-19,34.6802524966755
1.55,-1.85992390390618e-05,-44.2230578405834,1.59450096926966e-19,-44.2231231358347
1.555,-2.86596848775575e-05,-122.967192678378,1.55432157683944e-19,-122.967343280293
1.56,-3.58491025818151e-05,-201.268800649206,1.51750548032294e-19,-201.26901377774
1.565,-4.00663796881005e-05,-278.846059482763,1.48347866800659e-19,-278.846333170037
1.57,-4.12535326793166e-05,-355.419753733269,1.45346732031971e-19,-355.420106880828
1.575,-3.9396221933295e-05,-430.714280332824,1.42349754594652e-19,-430.714752014501
1.58,-3.45240913757458e-05,-504.458641126363,1.39363173661896e-19,-504.459289157042
1.585,-2.67104353330156e-05,-576.387418794377,1.36433549176849e-19,-576.388317609272
1.59,-1.60710222614873e-05,-646.241732627517,1.32527485307118e-19,-646.2429705428
1.595,-2.76225649152818e-06,-713.770170695159,1.27823070669949e-19,-713.771846641031
1.6,1.30213652757511e-05,-778.729695033981,1.22039106423271e-19,-778.731914872452
1.605,3.10498586428555e-05,-840.886516601164,1.15050568816102e-19,-840.88938913988
1.61,5.10610237010587e-05,-900.016936824948,1.07508804809513e-19,-900.020569657975
1.615,7.27643819634644e-05,-955.908152714557,9.94937295443393e-20,-955.91264803088
1.62,9.58455504900021e-05,-1008.35902262335,9.08067133237626e-20,-1008.36447313266
1.625,0.000119970372737862,-1057.18078994624,8.22302109961657e-20,-1057.18727503411
1.63,0.000144790005120564,-1102.19776212696,7.38048041399604e-20,-1102.2053443707
1.635,0.00016994588869653,-1143.24794251824,6.48484789339391e-20,-1143.25666470648
1.64,0.00019507380612967,-1180.18361291205,5.57573350510768e-20,-1180.19349561837
1.645,0.000219812263526498,-1212.87186453665,4.65389941613368e-20,-1212.88290440206
1.65,0.000243801102559069,-1241.1950758388,3.90762475254481e-20,-1241.20724448626
1.655,0.000266696308892675,-1265.05133496663,3.25770697950661e-20,-1265.06457883328
1.66,0.000288164532457687,-1284.3548060483,2.72592991341298e-20,-1284.36904680231
1.665,0.000307896764482537,-1299.03603725336,2.21903817582713e-20,-1299.05117315497
1.67,0.000325606014017776,-1309.04221025162,1.70487298863568e-20,-1309.0581180912
1.675,0.000341035149722129,-1314.33732963288,1.15685500171185e-20,-1314.35386741543
1.68,0.000353960061995291,-1314.90235194212,7.67485649834397e-21,-1314.9193621488
1.685,0.000364192186432742,-1310.73525380817,4.69217545793434e-21,-1310.75256712095
1.69,0.00037158133397038,-1301.8510388998,1.57750622460746e-21,-1301.86847829438
1.695,0.000376018408167204,-1288.28168370004,-2.03904051925951e-21,-1288.29906879519
1.7,0.000377436902980603,-1270.07602233444,-5.94686630472323e-21,-1270.09317384438
1.705,0.000375813771283285,-1247.29957085432,-1.09029701315407e-20,-1247.31631500376
1.71,0.000371169544422845,-1220.03429160987,-1.45654346045065e-20,-1220.05046436911
1.715,0.000363568341360431,-1188.37829853345,-1.86005411935343e-20,-1188.39374955912
1.72,0.000353117050809906,-1152.44550440852,-2.20255343948117e-20,-1152.46010056196
1.725,0.00033996376528707,-1112.36521137998,-2.54465411146196e-20,-1112.37883971034
1.73,0.000324295506131181,-1068.28164616465,-2.8552615144507e-20,-1068.29421626075
1.735,0.000306335395139905,-1020.35344161261,-3.16931690511804e-20,-1020.36488725194
1.74,0.000286339725640694,-968.753066448979,-3.40537229225235e-20,-968.763346510868
1.745,0.00026459423994627,-913.666205252426,-3.64672022153457e-20,-913.675303861224
1.75,0.000241409772246821,-855.291090879236,-3.79258809656942e-20,-855.299016768607
1.755,0.000217117770281063,-793.837791703474,-3.92713671375307e-20,-793.844576827717
1.76,0.000192065822954918,-729.527456195854,-4.10223522441312e-20,-729.533153659519
1.765,0.000166611843134093,-662.591517590186,-4.32046479179822e-20,-662.59619893941
1.77,0.000141120545682844,-593.270861443263,-4.58305459917896e-20,-593.274613421148
1.775,0.000115955139625938,-521.814959079693,-4.87209304361598e-20,-521.817879954267
1.78,9.14776168708195e-05,-448.480970014585,-5.22746054019552e-20,-448.48316561524
1.785,6.8034985043638e-05,-373.532816642604,-5.60949841144861e-20,-373.534396183693
1.79,4.59643028018379e-05,-297.240234375615,-5.97085872023804e-20,-297.24130629463
1.795,2.5579092548912e-05,-219.877800837356,-6.26486341473481e-20,-219.878468684998
1.8,7.17008826056526e-06,-141.723947433919,-6.45707907844644e-20,-141.724306028346
1.805,-8.99987228809396e-06,-63.0599569798251,-6.51763369054183e-20,-63.0600889138811
1.81,-2.27009178279385e-05,15.8310490426229,-6.42434106374386e-20,15.831076423952
1.815,-3.37387543976004e-05,94.6651299387122,-6.17042532905043e-20,94.6652669821675
1.82,-4.19568988760889e-05,173.158548270447,-5.74750430785432e-20,173.15876480547
1.825,-4.72393683883268e-05,251.028791645644,-5.1654618960781e-20,251.029078064497
