time_s,accelerationUp,hubForceDifference,linearAccelerationDelta,linearForceDifferenceDelta
1.955,0.0111580730592765,-36.5702844322841,0.0112511372458252,-36.612816059181
1.96,0.00921501066246979,-34.1149791273638,0.00930915255762439,-34.1601921972115
1.965,0.00726977618812822,-31.6556922253658,0.00736492212319634,-31.7033903155556
1.97,0.00532260111624739,-29.1926713196517,0.00541867690465415,-29.2426567695116
1.975,0.00337372042898712,-26.7261658713505,0.00347065136540184,-26.7782398466078
1.98,0.00142336900059509,-24.2564269489812,0.00152107934814377,-24.3103893081772
1.985,-0.000528221745654761,-21.7837068685112,-0.000429808391694582,-21.8393562916362
1.99,-0.00248082654155069,-19.3082587997342,-0.00238178647403762,-19.3653931190366
1.995,-0.00443422831908828,-16.8303363333398,-0.00433463835516694,-16.8887523758012
2,-0.0063882194933902,-14.350193023769,-0.00628815722998012,-14.4096865387939
2.005,-0.00834260229739766,-11.8680819921501,-0.00824214483864697,-11.9284481452228
2.01,-0.0102971882594409,-9.38425559836833,-0.0101964125934455,-9.44528893843166
2.015,-0.0122517967292503,-6.89896526624943,-0.0121507804151395,-6.96045953407766
2.02,-0.0142062527656986,-4.41246144907927,-0.0141050728802977,-4.47421002608799
2.025,-0.0161603851679677,-1.92499351973674,-0.016059118769294,-1.986789384528
2.03,-0.0181140241801367,0.563190197302902,-0.0180127488484989,0.501554614043908
2.035,-0.0200669988930387,3.05184219524381,-0.0199657912578275,2.99057437535316
