time_s,accelerationUp,hubForceDifference,linearAccelerationDelta,linearForceDifferenceDelta
0,2.41611299885434e-15,7.27595761418343e-12,0,0
0.005,2.41611299885434e-15,7.27595761418343e-12,0,0
0.01,2.41611299885434e-15,7.27595761418343e-12,0,0
0.015,2.41611299885434e-15,7.27595761418343e-12,0,0
0.02,2.41611299885434e-15,7.27595761418343e-12,0,0
0.025,1.44182394677468e-15,-3.63797880709171e-12,0,0
0.03,9.2990936008875e-16,-3.63797880709171e-12,0,0
0.035,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.04,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.045,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.05,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.055,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.06,-1.06820886536277e-15,-1.09139364212751e-11,0,0
0.065,4.17994773402823e-16,-3.63797880709171e-12,0,0
0.07,-3.25107045979974e-16,-7.27595761418343e-12,0,0
0.075,3.67112940492307e-15,3.63797880709171e-12,0,0
0.08,2.92802758554027e-15,7.27595761418343e-12,0,0
0.085,1.44182394677468e-15,1.45519152283669e-11,0,0
0.09,9.2990936008875e-16,1.45519152283669e-11,0,0
0.095,9.2990936008875e-16,1.45519152283669e-11,0,0
0.1,9.2990936008875e-16,1.45519152283669e-11,0,0
0.105,9.2990936008875e-16,1.45519152283669e-11,0,0
0.11,9.2990936008875e-16,1.45519152283669e-11,0,0
0.115,-5.56294278676844e-16,3.63797880709171e-12,0,0
0.12,-1.06820886536277e-15,3.63797880709171e-12,0,0
0.125,-3.25107045979974e-16,-1.09139364212751e-11,0,0
0.13,-3.25107045979974e-16,-1.09139364212751e-11,0,0
0.135,4.17994773402823e-16,-1.45519152283669e-11,0,0
0.14,9.2990936008875e-16,-1.45519152283669e-11,0,0
0.145,9.2990936008875e-16,-1.45519152283669e-11,0,0
0.15,9.2990936008875e-16,-1.45519152283669e-11,0,0
0.155,1.16109659278562e-15,-1.09139364212751e-11,0,0
0.16,1.16109659278562e-15,-1.09139364212751e-11,0,0
0.165,3.15921481823714e-15,0,0,0
0.17,3.15921481823714e-15,0,0,0
0.175,3.67112940492307e-15,3.63797880709171e-12,0,0
0.18,3.67112940492307e-15,3.63797880709171e-12,0,0
0.185,2.92802758554027e-15,7.27595761418343e-12,0,0
0.19,2.92802758554027e-15,7.27595761418343e-12,0,0
0.195,1.44182394677468e-15,1.45519152283669e-11,0,0
0.2,9.2990936008875e-16,1.45519152283669e-11,0,0
0.205,-4.43796919909172e-17,3.63797880709171e-12,0,0
0.21,-5.56294278676844e-16,3.63797880709171e-12,0,0
0.215,-1.29939609805964e-15,0,0,0
0.22,-1.29939609805964e-15,0,0,0
0.225,-1.81131068474557e-15,0,0,0
0.23,-1.81131068474557e-15,0,0,0
0.235,-3.25107045979974e-16,-1.09139364212751e-11,0,0
0.24,-3.25107045979974e-16,-1.09139364212751e-11,0,0
0.245,1.90419841216842e-15,-1.09139364212751e-11,0,0
0.25,1.16109659278562e-15,-1.09139364212751e-11,0,0
0.255,3.15921481823714e-15,0,0,0
0.26,3.15921481823714e-15,0,0,0
0.265,3.15921481823714e-15,0,0,0
0.27,3.15921481823714e-15,0,0,0
0.275,3.15921481823714e-15,0,0,0
0.28,3.67112940492307e-15,3.63797880709171e-12,0,0
0.285,3.67112940492307e-15,3.63797880709171e-12,0,0
0.29,3.67112940492307e-15,3.63797880709171e-12,0,0
0.295,6.9872212739188e-16,-3.63797880709171e-12,0,0
0.3,1.44182394677468e-15,-3.63797880709171e-12,0,0
0.305,-4.43796919909172e-17,-3.63797880709171e-12,0,0
0.31,-1.29939609805964e-15,0,0,0
0.315,-1.29939609805964e-15,0,0,0
0.32,-1.29939609805964e-15,0,0,0
0.325,-1.29939609805964e-15,0,0,0
0.33,-1.81131068474557e-15,0,0,0
0.335,1.16109659278562e-15,-7.27595761418343e-12,0,0
0.34,4.17994773402823e-16,0,0,0
0.345,2.41611299885434e-15,7.27595761418343e-12,0,0
0.35,2.41611299885434e-15,7.27595761418343e-12,0,0
0.355,2.41611299885434e-15,7.27595761418343e-12,0,0
0.36,2.41611299885434e-15,7.27595761418343e-12,0,0
0.365,2.41611299885434e-15,7.27595761418343e-12,0,0
0.37,2.41611299885434e-15,7.27595761418343e-12,0,0
0.375,2.41611299885434e-15,7.27595761418343e-12,0,0
0.38,2.41611299885434e-15,7.27595761418343e-12,0,0
0.385,9.2990936008875e-16,-3.63797880709171e-12,0,0
0.39,9.2990936008875e-16,-3.63797880709171e-12,0,0
0.395,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.4,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.405,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.41,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.415,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.42,1.86807540705953e-16,-7.27595761418343e-12,0,0
0.425,4.17994773402823e-16,-3.63797880709171e-12,0,0
0.43,-3.25107045979974e-16,-7.27595761418343e-12,0,0
0.435,2.41611299885434e-15,7.27595761418343e-12,0,0
0.44,2.41611299885434e-15,7.27595761418343e-12,0,0
0.445,2.41611299885434e-15,7.27595761418343e-12,0,0
0.45,3.67112940492307e-15,3.63797880709171e-12,0,0
0.455,9.2990936008875e-16,1.45519152283669e-11,0,0
0.46,9.2990936008875e-16,1.45519152283669e-11,0,0
0.465,9.2990936008875e-16,1.45519152283669e-11,0,0
0.47,9.2990936008875e-16,1.45519152283669e-11,0,0
0.475,-5.56294278676844e-16,3.63797880709171e-12,0,0
0.48,-1.06820886536277e-15,3.63797880709171e-12,0,0
0.485,-3.25107045979974e-16,-1.09139364212751e-11,0,0
0.49,-3.25107045979974e-16,-1.09139364212751e-11,0,0
0.495,4.17994773402823e-16,-1.45519152283669e-11,0,0
0.5,-5.66012182398964e-11,1.01132172858343e-07,3.52889077574556e-14,-9.01416707154425e-11
0.505,-9.17434731285597e-08,0.000134545600303682,-9.18122581692075e-08,0.00013469148651415
0.51,-6.2193615310029e-07,0.000900421760889003,-6.22055577709826e-07,0.000900631686483805
0.515,-1.54873473510149e-06,0.0022184125300555,-1.54884864640615e-06,0.00221856357657043
