credibleCount,pointCount,thetaMAE_deg,stickMAE_in,cyclicMAE_deg,elevatorMAE_deg,thrustMAPE_pct
4,4,5.77915958916674,0.599231319656726,4.86609861923004,2.55514460296855,5.83650434565657
