time_s,wDown,accelerationDown,aeroThrust1,aeroThrust2,hubThrust1,hubThrust2,vi1,vi2,beta1,beta2,betaRate1,betaRate2
0.17,-3.15185116845099e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.95743012077818e-16,-3.95743012077818e-16
0.175,-3.26434312569114e-16,-2.92802758554027e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.23802633185278e-16,-4.23802633185278e-16
0.18,-3.3788029544572e-16,-1.44182394677468e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.29417210829385e-16,-4.29417210829385e-16
0.185,-3.4442632087865e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.83166567334573e-16,-3.83166567334573e-16
0.19,-3.51590176739159e-16,-2.92802758554027e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.09613554285387e-16,-4.09613554285387e-16
0.195,-3.62814885924767e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.99065170214843e-16,-3.99065170214843e-16
0.2,-3.73467647529484e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.88291017362368e-16,-3.88291017362368e-16
0.205,-3.84716843253498e-16,-2.92802758554027e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.16350638469828e-16,-4.16350638469828e-16
0.21,-3.95157495217993e-16,-2.92802758554027e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.06364594045117e-16,-4.06364594045117e-16
0.215,-4.06382204403601e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.95816209974572e-16,-3.95816209974572e-16
0.22,-4.17631400127615e-16,-2.92802758554027e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.23875831082033e-16,-4.23875831082033e-16
0.225,-4.29077383004221e-16,-1.44182394677468e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.2949040872614e-16,-4.2949040872614e-16
0.23,-4.35623408437151e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.83239765231328e-16,-3.83239765231328e-16
0.235,-4.42787264297661e-16,-2.92802758554027e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.09686752182142e-16,-4.09686752182142e-16
0.24,-4.54011973483268e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.99138368111597e-16,-3.99138368111597e-16
0.245,-4.64664735087985e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.88364215259122e-16,-3.88364215259122e-16
0.25,-4.75913930812e-16,-2.92802758554027e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.16423836366583e-16,-4.16423836366583e-16
0.255,-4.86354582776494e-16,-2.92802758554027e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.06437791941871e-16,-4.06437791941871e-16
0.26,-4.97579291962102e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.95889407871327e-16,-3.95889407871327e-16
0.265,-5.08828487686117e-16,-2.92802758554027e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.23949028978787e-16,-4.23949028978787e-16
0.27,-5.20274470562722e-16,-1.44182394677468e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.29563606622895e-16,-4.29563606622895e-16
0.275,-5.26820495995652e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.83312963128083e-16,-3.83312963128083e-16
0.28,-5.33984351856162e-16,-2.92802758554027e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-4.09759950078896e-16,-4.09759950078896e-16
0.285,-5.45209061041769e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.99211566008352e-16,-3.99211566008352e-16
0.29,-5.55861822646486e-16,-1.67301117947155e-15,29419.95,29419.95,29419.95,29419.95,16.269694194372,16.269694194372,0.0337331692055155,0.0337331692055155,-3.88437413155876e-16,-3.88437413155876e-16
