speed_kt,numericallyAccepted,residualNorm,theta_deg,stick_in,elevator_deg,thrustPerRotor_lbf,thetaDifference_deg,stickDifference_in,elevatorDifference_deg,thrustDifference_pct,alphaClampCount
80,1,9.5256924540497e-10,-6.24789060622381,5.08751900969882,1.1989542704441,6127.9882781909,3.10210939377619,-0.712480990301176,-3.5110457295559,-0.854608405841709,8
