speed_kt,numericallyAccepted,residualNorm,theta_deg,stick_in,elevator_deg,thrustPerRotor_lbf,thetaDifference_deg,stickDifference_in,elevatorDifference_deg,thrustDifference_pct,alphaClampCount
60,1,3.20051838099981e-10,-3.93812941434743,4.8942902341576,0.393190276437173,5995.61584198961,1.75187058565257,-0.395709765842405,-1.94680972356283,1.0061817518453,10
