source,theta_report_deg,offset_deg,memory,omega_rad_s,G_real_CT_per_rad,G_imag_CT_per_rad,static_slope_CT_per_rad
OFF,7,-1,CF,0.794328234724281,0.0530976057494261,0.000644846992200025,0.0530805398248293
OFF,7,-1,CF,0.841395141645195,0.0530996864720058,0.0006829982492821,0.0530805398248293
OFF,7,-1,CF,0.891250938133745,0.0531020206581269,0.000723399127810383,0.0530805398248293
OFF,7,-1,CF,0.944060876285923,0.053104639125644,0.000766180860165201,0.0530805398248293
OFF,7,-1,CF,1,0.0531075764245025,0.000811482066668608,0.0530805398248293
OFF,7,-1,CF,1.05925372517729,0.0531108712848315,0.000859449120659697,0.0530805398248293
OFF,7,-1,CF,1.12201845430196,0.0531145671178368,0.000910236521654174,0.0530805398248293
OFF,7,-1,CF,1.18850222743702,0.0531187125754527,0.0009640072745645,0.0530805398248293
OFF,7,-1,CF,1.25892541179417,0.0531233621753189,0.0010209332723821,0.0530805398248293
OFF,7,-1,CF,1.33352143216332,0.053128576998295,0.00108119567903414,0.0530805398248293
OFF,7,-1,CF,1.41253754462275,0.053134425466412,0.00114498530830396,0.0530805398248293
OFF,7,-1,CF,1.49623565609443,0.0531409842098828,0.00121250299372352,0.0530805398248293
OFF,7,-1,CF,1.58489319246111,0.0531483390325457,0.0012839599431813,0.0530805398248293
OFF,7,-1,CF,1.67880401812256,0.0531565859858789,0.0013595780706095,0.0530805398248293
OFF,7,-1,CF,1.77827941003892,0.0531658325624944,0.00143959029548588,0.0530805398248293
OFF,7,-1,CF,1.8836490894898,0.0531761990207602,0.00152424079896898,0.0530805398248293
OFF,7,-1,CF,1.99526231496888,0.053187819852895,0.00161378522323684,0.0530805398248293
OFF,7,-1,CF,2.11348903983665,0.053200845409474,0.00170849079797142,0.0530805398248293
OFF,7,-1,CF,2.23872113856834,0.0532154436937392,0.00180863637487094,0.0530805398248293
OFF,7,-1,CF,2.37137370566166,0.0532318023393412,0.00191451234752411,0.0530805398248293
OFF,7,-1,CF,2.51188643150958,0.0532501307850774,0.00202642042988634,0.0530805398248293
OFF,7,-1,CF,2.66072505979881,0.0532706626597102,0.00214467326189911,0.0530805398248293
OFF,7,-1,CF,2.81838293126445,0.0532936583889249,0.00226959380543436,0.0530805398248293
OFF,7,-1,CF,2.98538261891796,0.053319408034731,0.00240151448767675,0.0530805398248293
OFF,7,-1,CF,3.16227766016838,0.0533482343749351,0.00254077604224319,0.0530805398248293
OFF,7,-1,CF,3.34965439157828,0.0533804962264386,0.00268772599076602,0.0530805398248293
OFF,7,-1,CF,3.54813389233576,0.0534165920107566,0.00284271669935491,0.0530805398248293
OFF,7,-1,CF,3.75837404288444,0.0534569635529323,0.00300610293537013,0.0530805398248293
OFF,7,-1,CF,3.98107170553497,0.053502100095529,0.00317823884042264,0.0530805398248293
OFF,7,-1,CF,4.21696503428582,0.0535525424971201,0.00335947422569529,0.0530805398248293
OFF,7,-1,CF,4.46683592150963,0.0536088875691344,0.00355015008590743,0.0530805398248293
OFF,7,-1,CF,4.73151258961481,0.0536717924854475,0.00375059321903894,0.0530805398248293
OFF,7,-1,CF,5.01187233627272,0.0537419791751358,0.00396110983101304,0.0530805398248293
OFF,7,-1,CF,5.30884444230988,0.0538202385797019,0.00418197799888942,0.0530805398248293
OFF,7,-1,CF,5.62341325190349,0.053907434621297,0.00441343886403382,0.0530805398248293
OFF,7,-1,CF,5.9566214352901,0.0540045076876069,0.0046556864298681,0.0530805398248293
OFF,7,-1,CF,6.30957344480193,0.0541124773919666,0.00490885584924264,0.0530805398248293
OFF,7,-1,CF,6.68343917568615,0.0542324443141998,0.00517301010673941,0.0530805398248293
OFF,7,-1,CF,7.07945784384138,0.0543655903694881,0.00544812503428754,0.0530805398248293
OFF,7,-1,CF,7.49894209332456,0.0545131773909763,0.00573407264773433,0.0530805398248293
OFF,7,-1,CF,7.94328234724281,0.0546765434496568,0.00603060286111416,0.0530805398248293
OFF,7,-1,CF,8.41395141645195,0.0548570963766293,0.00633732372797436,0.0530805398248293
OFF,7,-1,CF,8.91250938133745,0.0550563039041705,0.00665368047856513,0.0530805398248293
OFF,7,-1,CF,9.44060876285924,0.0552756798112474,0.00697893377034799,0.0530805398248293
OFF,7,-1,CF,10,0.0555167654564406,0.00731213774775341,0.0530805398248293
OFF,7,-1,CF,10.5925372517729,0.0557811061190398,0.00765211871329507,0.0530805398248293
OFF,7,-1,CF,11.2201845430196,0.0560702216613107,0.00799745543993833,0.0530805398248293
OFF,7,-1,CF,11.8850222743702,0.0563855711862094,0.00834646239268826,0.0530805398248293
OFF,7,-1,CF,12.5892541179417,0.0567285116087449,0.00869717735792481,0.0530805398248293
