source,theta_report_deg,offset_deg,memory,omega_rad_s,G_real_CT_per_rad,G_imag_CT_per_rad,static_slope_CT_per_rad
OFF,8.5,0,CF,0.177827941003892,0.0552224517824801,0.000126589694089033,0.055221717947316
OFF,8.5,0,CF,0.18836490894898,0.0552225413205365,0.000134090055228943,0.055221717947316
OFF,8.5,0,CF,0.199526231496888,0.055222641783014,0.000142034737072989,0.055221717947316
OFF,8.5,0,CF,0.211348903983665,0.0552227545026674,0.000150450047744802,0.055221717947316
OFF,8.5,0,CF,0.223872113856834,0.0552228809748132,0.000159363850540906,0.055221717947316
OFF,8.5,0,CF,0.237137370566166,0.0552230228771509,0.000168805655386763,0.055221717947316
OFF,8.5,0,CF,0.251188643150958,0.0552231820919969,0.000178806715581219,0.055221717947316
OFF,8.5,0,CF,0.266072505979881,0.0552233607312284,0.000189400130118107,0.055221717947316
OFF,8.5,0,CF,0.281838293126445,0.0552235611642634,0.000200620951886219,0.055221717947316
OFF,8.5,0,CF,0.298538261891796,0.0552237860494471,0.00021250630206122,0.055221717947316
OFF,8.5,0,CF,0.316227766016838,0.0552240383692591,0.000225095491015109,0.055221717947316
OFF,8.5,0,CF,0.334965439157828,0.0552243214698027,0.000238430146080375,0.055221717947316
OFF,8.5,0,CF,0.354813389233576,0.0552246391050981,0.000252554346516735,0.055221717947316
OFF,8.5,0,CF,0.375837404288444,0.0552249954867601,0.000267514766038011,0.055221717947316
OFF,8.5,0,CF,0.398107170553497,0.0552253953397127,0.000283360823264905,0.055221717947316
OFF,8.5,0,CF,0.421696503428582,0.0552258439646707,0.000300144840475616,0.055221717947316
OFF,8.5,0,CF,0.446683592150963,0.0552263473082061,0.000317922211030003,0.055221717947316
OFF,8.5,0,CF,0.473151258961481,0.0552269120413145,0.000336751575843457,0.055221717947316
OFF,8.5,0,CF,0.501187233627272,0.055227545647506,0.000356695009283121,0.055221717947316
OFF,8.5,0,CF,0.530884444230988,0.0552282565215668,0.000377818214850535,0.055221717947316
OFF,8.5,0,CF,0.562341325190349,0.0552290540802729,0.000400190730999958,0.055221717947316
OFF,8.5,0,CF,0.59566214352901,0.055229948886489,0.000423886147419201,0.055221717947316
OFF,8.5,0,CF,0.630957344480193,0.0552309527882553,0.000448982332067981,0.055221717947316
OFF,8.5,0,CF,0.668343917568615,0.0552320790746475,0.000475561669225648,0.055221717947316
OFF,8.5,0,CF,0.707945784384138,0.0552333426504102,0.000503711308743113,0.055221717947316
OFF,8.5,0,CF,0.749894209332456,0.0552347602315869,0.000533523426620186,0.055221717947316
OFF,8.5,0,CF,0.794328234724281,0.0552363505646321,0.000565095496935768,0.055221717947316
OFF,8.5,0,CF,0.841395141645195,0.055238134671767,0.000598530575040485,0.055221717947316
OFF,8.5,0,CF,0.891250938133745,0.0552401361256569,0.000633937591774594,0.055221717947316
OFF,8.5,0,CF,0.944060876285923,0.0552423813568286,0.000671431658292689,0.055221717947316
OFF,8.5,0,CF,1,0.0552448999976221,0.000711134380854235,0.055221717947316
OFF,8.5,0,CF,1.05925372517729,0.0552477252668848,0.000753174184667461,0.055221717947316
OFF,8.5,0,CF,1.12201845430196,0.0552508944000634,0.000797686645544441,0.055221717947316
OFF,8.5,0,CF,1.18850222743702,0.0552544491298389,0.000844814827726473,0.055221717947316
OFF,8.5,0,CF,1.25892541179417,0.0552584362229724,0.000894709625758767,0.055221717947316
OFF,8.5,0,CF,1.33352143216332,0.0552629080795998,0.000947530107716947,0.055221717947316
OFF,8.5,0,CF,1.41253754462275,0.0552679234018118,0.00100344385639848,0.055221717947316
OFF,8.5,0,CF,1.49623565609443,0.0552735479389941,0.00106262730426965,0.055221717947316
OFF,8.5,0,CF,1.58489319246111,0.0552798553180639,0.00112526605698095,0.055221717947316
OFF,8.5,0,CF,1.67880401812256,0.0552869279674237,0.00119155519910452,0.055221717947316
OFF,8.5,0,CF,1.77827941003892,0.055294858144142,0.00126169957437698,0.055221717947316
OFF,8.5,0,CF,1.8836490894898,0.0553037490745456,0.00133591403111667,0.055221717947316
OFF,8.5,0,CF,1.99526231496888,0.0553137162190514,0.00141442362158796,0.055221717947316
OFF,8.5,0,CF,2.11348903983665,0.0553248886726372,0.00149746374186553,0.055221717947316
OFF,8.5,0,CF,2.23872113856834,0.055337410712811,0.00158528019616351,0.055221717947316
OFF,8.5,0,CF,2.37137370566166,0.0553514435072308,0.00167812916658814,0.055221717947316
OFF,8.5,0,CF,2.51188643150958,0.0553671669931845,0.00177627706579727,0.055221717947316
OFF,8.5,0,CF,2.66072505979881,0.0553847819408597,0.00188000024605335,0.055221717947316
OFF,8.5,0,CF,2.81838293126445,0.0554045122116206,0.0019895845335859,0.055221717947316
OFF,8.5,0,CF,2.98538261891796,0.0554266072212024,0.00210532455198966,0.055221717947316
OFF,8.5,0,CF,3.16227766016838,0.0554513446156754,0.00222752279253743,0.055221717947316
OFF,8.5,0,CF,3.34965439157828,0.0554790331649969,0.00235648838276179,0.055221717947316
OFF,8.5,0,CF,3.54813389233576,0.0555100158747084,0.00249253549746203,0.055221717947316
OFF,8.5,0,CF,3.75837404288444,0.0555446733105447,0.00263598134846497,0.055221717947316
OFF,8.5,0,CF,3.98107170553497,0.0555834271230351,0.00278714368110668,0.055221717947316
OFF,8.5,0,CF,4.21696503428582,0.055626743749193,0.00294633769667898,0.055221717947316
OFF,8.5,0,CF,4.46683592150963,0.0556751382556281,0.00311387231126966,0.055221717947316
OFF,8.5,0,CF,4.73151258961481,0.0557291782713742,0.00329004565292307,0.055221717947316
OFF,8.5,0,CF,5.01187233627272,0.0557894879388468,0.00347513969143003,0.055221717947316
OFF,8.5,0,CF,5.30884444230988,0.0558567517870779,0.00366941388910719,0.055221717947316
OFF,8.5,0,CF,5.62341325190349,0.0559317184022042,0.00387309775769383,0.055221717947316
OFF,8.5,0,CF,5.9566214352901,0.0560152037356809,0.00408638220733336,0.055221717947316
OFF,8.5,0,CF,6.30957344480193,0.0561080938506229,0.00430940958023386,0.055221717947316
OFF,8.5,0,CF,6.68343917568615,0.0562113468611143,0.00454226227612499,0.055221717947316
OFF,8.5,0,CF,7.07945784384138,0.0563259937688144,0.00478494990156532,0.055221717947316
OFF,8.5,0,CF,7.49894209332456,0.0564531378469364,0.00503739491340444,0.055221717947316
OFF,8.5,0,CF,7.94328234724281,0.0565939521658164,0.00529941678146665,0.055221717947316
OFF,8.5,0,CF,8.41395141645195,0.056749674800137,0.00557071477011502,0.055221717947316
OFF,8.5,0,CF,8.91250938133745,0.0569216012102154,0.00585084953592003,0.055221717947316
OFF,8.5,0,CF,9.44060876285924,0.0571110732551448,0.00613922386171183,0.055221717947316
OFF,8.5,0,CF,10,0.0573194642824344,0.00643506299708764,0.055221717947316
OFF,8.5,0,CF,10.5925372517729,0.0575481597575082,0.00673739525112645,0.055221717947316
OFF,8.5,0,CF,11.2201845430196,0.0577985329590197,0.0070450336806576,0.055221717947316
OFF,8.5,0,CF,11.8850222743702,0.0580719153854333,0.00735655992870169,0.055221717947316
OFF,8.5,0,CF,12.5892541179417,0.0583695617074431,0.0076703114790235,0.055221717947316
OFF,8.5,0,CF,13.3352143216332,0.0586926093701347,0.00798437378419778,0.055221717947316
OFF,8.5,0,CF,14.1253754462275,0.0590420333041577,0.00829657886966434,0.055221717947316
OFF,8.5,0,CF,14.9623565609443,0.059418596644434,0.00860451208243318,0.055221717947316
OFF,8.5,0,CF,15.8489319246111,0.0598227988644944,0.00890552860393585,0.055221717947316
OFF,8.5,0,CF,16.7880401812256,0.0602548232861897,0.00919678114540723,0.055221717947316
OFF,8.5,0,CF,17.7827941003892,0.0607144864733547,0.00947525986010703,0.055221717947316
OFF,8.5,0,CF,18.836490894898,0.0612011925025638,0.00973784492160937,0.055221717947316
OFF,8.5,0,CF,19.9526231496888,0.0617138954498862,0.00998137143444952,0.055221717947316
OFF,8.5,0,CF,21.1348903983665,0.0622510735594707,0.0102027053944913,0.055221717947316
OFF,8.5,0,CF,22.3872113856834,0.0628107183939186,0.0103988283668455,0.055221717947316
OFF,8.5,0,CF,23.7137370566166,0.0633903417547216,0.0105669274976342,0.055221717947316
OFF,8.5,0,CF,25.1188643150958,0.0639870022869614,0.010704486546985,0.055221717947316
OFF,8.5,0,CF,26.6072505979881,0.0645973524786327,0.0108093729601097,0.055221717947316
OFF,8.5,0,CF,28.1838293126445,0.0652177053192715,0.0108799157067805,0.055221717947316
OFF,8.5,0,CF,29.8538261891796,0.0658441183342079,0.0109149688079801,0.055221717947316
OFF,8.5,0,CF,31.6227766016838,0.0664724912344427,0.0109139561662446,0.055221717947316
OFF,8.5,0,CF,33.4965439157828,0.067098672202457,0.0108768944864933,0.055221717947316
OFF,8.5,0,CF,35.4813389233575,0.0677185670342582,0.0108043926078034,0.055221717947316
OFF,8.5,0,CF,37.5837404288444,0.0683282450890755,0.0106976272954383,0.055221717947316
OFF,8.5,0,CF,39.8107170553497,0.0689240362985109,0.0105582972655094,0.055221717947316
OFF,8.5,0,CF,42.1696503428582,0.0695026143140157,0.0103885587319576,0.055221717947316
OFF,8.5,0,CF,44.6683592150963,0.0700610621102796,0.0101909469115914,0.055221717947316
OFF,8.5,0,CF,47.315125896148,0.0705969178474021,0.0099682885924108,0.055221717947316
OFF,8.5,0,CF,50.1187233627273,0.0711082003417177,0.00972361103078732,0.055221717947316
OFF,8.5,0,CF,53.0884444230988,0.0715934149305266,0.0094600521321783,0.055221717947316
OFF,8.5,0,CF,56.2341325190349,0.0720515417031591,0.00918077618153116,0.055221717947316
OFF,8.5,0,CF,59.566214352901,0.0724820089249397,0.00888889845017892,0.055221717947316
OFF,8.5,0,CF,63.0957344480193,0.0728846549720887,0.00858742095150035,0.055221717947316
OFF,8.5,0,CF,66.8343917568615,0.0732596822433971,0.0082791805714037,0.055221717947316
OFF,8.5,0,CF,70.7945784384138,0.0736076063732609,0.00796680985865847,0.055221717947316
OFF,8.5,0,CF,74.9894209332456,0.0739292037150035,0.00765270998769669,0.055221717947316
OFF,8.5,0,CF,79.4328234724281,0.0742254595733795,0.00733903483283443,0.055221717947316
OFF,8.5,0,CF,84.1395141645195,0.0744975191146884,0.00702768471967199,0.055221717947316
OFF,8.5,0,CF,89.1250938133746,0.074746642332596,0.00672030822773321,0.055221717947316
OFF,8.5,0,CF,94.4060876285924,0.0749741639415399,0.0064183103766898,0.055221717947316
OFF,8.5,0,CF,100,0.0751814586347988,0.00612286560006004,0.055221717947316
OFF,8.5,1,PP,0.1,0.0552218115741651,4.45063921559988e-05,0.055221717947316
OFF,8.5,1,PP,0.105925372517729,0.0552218229983118,4.71435362287615e-05,0.055221717947316
OFF,8.5,1,PP,0.112201845430196,0.0552218358164005,4.99369361130582e-05,0.055221717947316
OFF,8.5,1,PP,0.118850222743702,0.0552218501985141,5.28958496432663e-05,0.055221717947316
OFF,8.5,1,PP,0.125892541179417,0.0552218663354877,5.6030083044434e-05,0.055221717947316
OFF,8.5,1,PP,0.133352143216332,0.0552218844414406,5.93500233943314e-05,0.055221717947316
OFF,8.5,1,PP,0.141253754462275,0.0552219047566169,6.28666730029409e-05,0.055221717947316
OFF,8.5,1,PP,0.149623565609443,0.0552219275505732,6.65916858218617e-05,0.055221717947316
OFF,8.5,1,PP,0.158489319246111,0.0552219531257544,7.05374060025497e-05,0.055221717947316
OFF,8.5,1,PP,0.167880401812256,0.055221981821506,7.47169087291082e-05,0.055221717947316
OFF,8.5,1,PP,0.177827941003892,0.0552220140185762,7.91440434584873e-05,0.055221717947316
OFF,8.5,1,PP,0.18836490894898,0.0552220501441665,8.38334797084627e-05,0.055221717947316
OFF,8.5,1,PP,0.199526231496888,0.0552220906775986,8.88007555416529e-05,0.055221717947316
OFF,8.5,1,PP,0.211348903983665,0.0552221361566725,9.40623289021058e-05,0.055221717947316
OFF,8.5,1,PP,0.223872113856834,0.0552221871848,9.96356319696608e-05,0.055221717947316
OFF,8.5,1,PP,0.237137370566166,0.0552222444390077,0.000105539128706353,0.055221717947316
OFF,8.5,1,PP,0.251188643150958,0.0552223086789163,0.000111792375778605,0.055221717947316
OFF,8.5,1,PP,0.266072505979881,0.0552223807568149,0.000118416087048812,0.055221717947316
OFF,8.5,1,PP,0.281838293126445,0.0552224616289626,0.000125432201840198,0.055221717947316
OFF,8.5,1,PP,0.298538261891796,0.0552225523682687,0.000132863957189468,0.055221717947316
OFF,8.5,1,PP,0.316227766016838,0.0552226541785181,0.000140735964312763,0.055221717947316
OFF,8.5,1,PP,0.334965439157828,0.0552227684103301,0.000149074289521795,0.055221717947316
OFF,8.5,1,PP,0.354813389233576,0.0552228965790627,0.000157906539838629,0.055221717947316
OFF,8.5,1,PP,0.375837404288444,0.0552230403848972,0.000167261953569476,0.055221717947316
OFF,8.5,1,PP,0.398107170553497,0.0552232017353699,0.000177171496109842,0.055221717947316
OFF,8.5,1,PP,0.421696503428582,0.0552233827706479,0.000187667961265522,0.055221717947316
OFF,8.5,1,PP,0.446683592150963,0.0552235858918821,0.000198786078385957,0.055221717947316
OFF,8.5,1,PP,0.473151258961481,0.0552238137930119,0.000210562625618339,0.055221717947316
OFF,8.5,1,PP,0.501187233627272,0.0552240694964397,0.000223036549602363,0.055221717947316
OFF,8.5,1,PP,0.530884444230988,0.0552243563930456,0.000236249091936425,0.055221717947316
OFF,8.5,1,PP,0.562341325190349,0.055224678287068,0.000250243922756108,0.055221717947316
OFF,8.5,1,PP,0.59566214352901,0.0552250394464393,0.000265067281774671,0.055221717947316
OFF,8.5,1,PP,0.630957344480193,0.055225444659238,0.000280768127142452,0.055221717947316
OFF,8.5,1,PP,0.668343917568615,0.055225899296995,0.00029739829248732,0.055221717947316
OFF,8.5,1,PP,0.707945784384138,0.0552264093856834,0.000315012652500695,0.055221717947316
OFF,8.5,1,PP,0.749894209332456,0.0552269816853187,0.000333669297432783,0.055221717947316
OFF,8.5,1,PP,0.794328234724281,0.0552276237792042,0.000353429716855405,0.055221717947316
OFF,8.5,1,PP,0.841395141645195,0.0552283441739852,0.000374358993040319,0.055221717947316
OFF,8.5,1,PP,0.891250938133745,0.0552291524118055,0.000396526004283872,0.055221717947316
OFF,8.5,1,PP,0.944060876285923,0.0552300591960197,0.000420003638483723,0.055221717947316
OFF,8.5,1,PP,1,0.0552310765320779,0.000444869017238532,0.055221717947316
OFF,8.5,1,PP,1.05925372517729,0.0552322178853951,0.000471203730694733,0.055221717947316
OFF,8.5,1,PP,1.12201845430196,0.0552334983582208,0.00049909408330335,0.055221717947316
OFF,8.5,1,PP,1.18850222743702,0.0552349348877623,0.000528631350571254,0.055221717947316
OFF,8.5,1,PP,1.25892541179417,0.055236546468069,0.000559912046791827,0.055221717947316
OFF,8.5,1,PP,1.33352143216332,0.0552383543984709,0.000593038203615441,0.055221717947316
OFF,8.5,1,PP,1.41253754462275,0.055240382561677,0.000628117659165612,0.055221717947316
OFF,8.5,1,PP,1.49623565609443,0.0552426577349853,0.000665264357216235,0.055221717947316
OFF,8.5,1,PP,1.58489319246111,0.0552452099384318,0.000704598655712179,0.055221717947316
OFF,8.5,1,PP,1.67880401812256,0.0552480728241213,0.000746247643631569,0.055221717947316
OFF,8.5,1,PP,1.77827941003892,0.0552512841114303,0.000790345464843842,0.055221717947316
OFF,8.5,1,PP,1.8836490894898,0.0552548860732609,0.000837033647202112,0.055221717947316
OFF,8.5,1,PP,1.99526231496888,0.0552589260790479,0.000886461434608546,0.055221717947316
OFF,8.5,1,PP,2.11348903983665,0.055263457200786,0.000938786119192239,0.055221717947316
OFF,8.5,1,PP,2.23872113856834,0.0552685388889367,0.000994173370023201,0.055221717947316
OFF,8.5,1,PP,2.37137370566166,0.0552742377257064,0.00105279755393317,0.055221717947316
OFF,8.5,1,PP,2.51188643150958,0.0552806282638344,0.00111484204300115,0.055221717947316
OFF,8.5,1,PP,2.66072505979881,0.0552877939596987,0.00118049950206214,0.055221717947316
OFF,8.5,1,PP,2.81838293126445,0.0552958282102087,0.0012499721481816,0.055221717947316
OFF,8.5,1,PP,2.98538261891796,0.0553048355036049,0.00132347197237184,0.055221717947316
OFF,8.5,1,PP,3.16227766016838,0.0553149326948778,0.00140122091187193,0.055221717947316
OFF,8.5,1,PP,3.34965439157828,0.0553262504170435,0.00148345095902802,0.055221717947316
OFF,8.5,1,PP,3.54813389233576,0.0553389346398961,0.00157040419015111,0.055221717947316
OFF,8.5,1,PP,3.75837404288444,0.0553531483880661,0.00166233269464503,0.055221717947316
OFF,8.5,1,PP,3.98107170553497,0.0553690736301482,0.00175949838113933,0.055221717947316
OFF,8.5,1,PP,4.21696503428582,0.0553869133502471,0.00186217263327765,0.055221717947316
OFF,8.5,1,PP,4.46683592150963,0.0554068938123862,0.00197063578315486,0.055221717947316
OFF,8.5,1,PP,4.73151258961481,0.0554292670267017,0.00208517636512268,0.055221717947316
OFF,8.5,1,PP,5.01187233627272,0.0554543134240015,0.00220609010676325,0.055221717947316
OFF,8.5,1,PP,5.30884444230988,0.0554823447419009,0.00233367860725175,0.055221717947316
OFF,8.5,1,PP,5.62341325190349,0.0555137071210759,0.00246824764610945,0.055221717947316
OFF,8.5,1,PP,5.9566214352901,0.055548784403889,0.00261010505754862,0.055221717947316
OFF,8.5,1,PP,6.30957344480193,0.0555880016193789,0.00275955809734822,0.055221717947316
OFF,8.5,1,PP,6.68343917568615,0.0556318286279348,0.00291691022067586,0.055221717947316
OFF,8.5,1,PP,7.07945784384138,0.0556807838854326,0.00308245718079574,0.055221717947316
OFF,8.5,1,PP,7.49894209332456,0.0557354382696786,0.00325648235062379,0.055221717947316
OFF,8.5,1,PP,7.94328234724281,0.0557964188911486,0.00343925116224003,0.055221717947316
OFF,8.5,1,PP,8.41395141645195,0.0558644127846998,0.00363100455459846,0.055221717947316
OFF,8.5,1,PP,8.91250938133745,0.0559401703486905,0.00383195131791114,0.055221717947316
OFF,8.5,1,PP,9.44060876285924,0.0560245083624203,0.00404225922597115,0.055221717947316
OFF,8.5,1,PP,10,0.0561183123718741,0.00426204485682623,0.055221717947316
OFF,8.5,1,PP,10.5925372517729,0.0562225381876431,0.00449136201991831,0.055221717947316
OFF,8.5,1,PP,11.2201845430196,0.056338212188359,0.00473018873665476,0.055221717947316
OFF,8.5,1,PP,11.8850222743702,0.056466430069507,0.00497841276431032,0.055221717947316
OFF,8.5,1,PP,12.5892541179417,0.0566083536235598,0.00523581571334451,0.055221717947316
OFF,8.5,1,PP,13.3352143216332,0.0567652050867291,0.00550205588884886,0.055221717947316
OFF,8.5,1,PP,14.1253754462275,0.0569382585455523,0.00577665009077897,0.055221717947316
OFF,8.5,1,PP,14.9623565609443,0.0571288278700484,0.00605895473692139,0.055221717947316
OFF,8.5,1,PP,15.8489319246111,0.0573382506382184,0.00634814682771497,0.055221717947316
OFF,8.5,1,PP,16.7880401812256,0.0575678675499665,0.00664320545120997,0.055221717947316
OFF,8.5,1,PP,17.7827941003892,0.0578189969092026,0.00694289472427555,0.055221717947316
OFF,8.5,1,PP,18.836490894898,0.0580929038936271,0.00724574927275767,0.055221717947316
OFF,8.5,1,PP,19.9526231496888,0.0583907645442897,0.0075500635531437,0.055221717947316
OFF,8.5,1,PP,21.1348903983665,0.0587136247002186,0.00785388648960698,0.055221717947316
OFF,8.5,1,PP,22.3872113856834,0.0590623544802647,0.00815502301498259,0.055221717947316
OFF,8.5,1,PP,23.7137370566166,0.0594375993687857,0.00845104412895328,0.055221717947316
OFF,8.5,1,PP,25.1188643150958,0.0598397294755348,0.00873930698558424,0.055221717947316
OFF,8.5,1,PP,26.6072505979881,0.0602687890795859,0.00901698626123976,0.055221717947316
OFF,8.5,1,PP,28.1838293126445,0.0607244490823857,0.00928111760678482,0.055221717947316
OFF,8.5,1,PP,29.8538261891796,0.0612059654209723,0.00952865334442346,0.055221717947316
OFF,8.5,1,PP,31.6227766016838,0.0617121467536589,0.00975652974271331,0.055221717947316
OFF,8.5,1,PP,33.4965439157828,0.0622413347502448,0.00996174423646631,0.055221717947316
OFF,8.5,1,PP,35.4813389233575,0.0627914000315856,0.0101414399277,0.055221717947316
OFF,8.5,1,PP,37.5837404288444,0.0633597561698209,0.0102929937161728,0.055221717947316
OFF,8.5,1,PP,39.8107170553497,0.06394339318212,0.0104141035903846,0.055221717947316
OFF,8.5,1,PP,42.1696503428582,0.0645389306798071,0.0105028700926475,0.055221717947316
OFF,8.5,1,PP,44.6683592150963,0.0651426893768388,0.0105578668663244,0.055221717947316
OFF,8.5,1,PP,47.315125896148,0.065750778167529,0.0105781955685485,0.055221717947316
OFF,8.5,1,PP,50.1187233627273,0.0663591926295624,0.010563521294982,0.055221717947316
OFF,8.5,1,PP,53.0884444230988,0.0669639197690906,0.0105140859508165,0.055221717947316
OFF,8.5,1,PP,56.2341325190349,0.0675610432416271,0.0104306985838147,0.055221717947316
OFF,8.5,1,PP,59.566214352901,0.0681468432375856,0.0103147033918029,0.055221717947316
OFF,8.5,1,PP,63.0957344480193,0.0687178857210237,0.0101679277302627,0.055221717947316
OFF,8.5,1,PP,66.8343917568615,0.069271096683923,0.00999261379126384,0.055221717947316
OFF,8.5,1,PP,70.7945784384138,0.0698038183926378,0.00979133856307892,0.055221717947316
OFF,8.5,1,PP,74.9894209332456,0.070313846086805,0.00956692713528927,0.055221717947316
OFF,8.5,1,PP,79.4328234724281,0.0707994450659353,0.00932236438320192,0.055221717947316
OFF,8.5,1,PP,84.1395141645195,0.0712593494086389,0.00906070960801316,0.055221717947316
OFF,8.5,1,PP,89.1250938133746,0.0716927446001729,0.00878501793146168,0.055221717947316
OFF,8.5,1,PP,94.4060876285924,0.072099237034664,0.00849827127463636,0.055221717947316
OFF,8.5,1,PP,100,0.0724788136998484,0.00820332071907474,0.055221717947316
OFF,8.5,1,CF,0.1,0.0552219468001542,6.95823272035095e-05,0.055221717947316
OFF,8.5,1,CF,0.105925372517729,0.0552219747240849,7.37052420145058e-05,0.055221717947316
OFF,8.5,1,CF,0.112201845430196,0.0552220060551627,7.80724365490328e-05,0.055221717947316
OFF,8.5,1,CF,0.118850222743702,0.0552220412090996,8.26983818341226e-05,0.055221717947316
OFF,8.5,1,CF,0.125892541179417,0.0552220806523266,8.75984057075307e-05,0.055221717947316
OFF,8.5,1,CF,0.133352143216332,0.05522212490818,9.27887434641591e-05,0.055221717947316
OFF,8.5,1,CF,0.141253754462275,0.0552221745638439,9.8286591480324e-05,0.055221717947316
OFF,8.5,1,CF,0.149623565609443,0.0552222302781376,0.000104110163987954,0.055221717947316
OFF,8.5,1,CF,0.158489319246111,0.055222292790254,0.000110278753180185,0.055221717947316
OFF,8.5,1,CF,0.167880401812256,0.0552223629295624,0.00011681279283958,0.055221717947316
OFF,8.5,1,CF,0.177827941003892,0.0552224416266072,0.000123733925690394,0.055221717947316
OFF,8.5,1,CF,0.18836490894898,0.0552225299254467,0.000131065074686843,0.055221717947316
OFF,8.5,1,CF,0.199526231496888,0.0552226289974967,0.000138830518460259,0.055221717947316
OFF,8.5,1,CF,0.211348903983665,0.0552227401570604,0.00014705597115929,0.055221717947316
OFF,8.5,1,CF,0.223872113856834,0.0552228648787517,0.000155768666928831,0.055221717947316
OFF,8.5,1,CF,0.237137370566166,0.0552230048170403,0.00016499744928523,0.055221717947316
OFF,8.5,1,CF,0.251188643150958,0.0552231618281786,0.000174772865657253,0.055221717947316
OFF,8.5,1,CF,0.266072505979881,0.0552233379947989,0.000185127267374436,0.055221717947316
OFF,8.5,1,CF,0.281838293126445,0.055223535653505,0.000196094915396481,0.055221717947316
OFF,8.5,1,CF,0.298538261891796,0.0552237574258238,0.000207712092089323,0.055221717947316
OFF,8.5,1,CF,0.316227766016838,0.0552240062529228,0.000220017219365061,0.055221717947316
OFF,8.5,1,CF,0.334965439157828,0.0552242854345514,0.000233050983514055,0.055221717947316
OFF,8.5,1,CF,0.354813389233576,0.0552245986727184,0.000246856467067739,0.055221717947316
OFF,8.5,1,CF,0.375837404288444,0.0552249501206791,0.000261479288039888,0.055221717947316
OFF,8.5,1,CF,0.398107170553497,0.0552253444378747,0.000276967746901728,0.055221717947316
OFF,8.5,1,CF,0.421696503428582,0.0552257868515445,0.000293372981651992,0.055221717947316
OFF,8.5,1,CF,0.446683592150963,0.055226283225816,0.000310749131346168,0.055221717947316
OFF,8.5,1,CF,0.473151258961481,0.0552268401391761,0.000329153508449126,0.055221717947316
OFF,8.5,1,CF,0.501187233627272,0.0552274649713328,0.000348646780371215,0.055221717947316
OFF,8.5,1,CF,0.530884444230988,0.0552281660005974,0.000369293160538723,0.055221717947316
OFF,8.5,1,CF,0.562341325190349,0.0552289525130499,0.000391160609334261,0.055221717947316
OFF,8.5,1,CF,0.59566214352901,0.055229834924901,0.000414321045219567,0.055221717947316
OFF,8.5,1,CF,0.630957344480193,0.0552308249196278,0.000438850566320865,0.055221717947316
OFF,8.5,1,CF,0.668343917568615,0.0552319356016462,0.000464829682713176,0.055221717947316
OFF,8.5,1,CF,0.707945784384138,0.0552331816684865,0.000492343559582472,0.055221717947316
OFF,8.5,1,CF,0.749894209332456,0.0552345796036663,0.000521482271370437,0.055221717947316
OFF,8.5,1,CF,0.794328234724281,0.055236147892707,0.000552341066912434,0.055221717947316
OFF,8.5,1,CF,0.841395141645195,0.055237907265014,0.00058502064546111,0.055221717947316
OFF,8.5,1,CF,0.891250938133745,0.0552398809646532,0.000619627443341098,0.055221717947316
OFF,8.5,1,CF,0.944060876285923,0.0552420950533874,0.00065627393079893,0.055221717947316
OFF,8.5,1,CF,1,0.0552445787497103,0.000695078918389903,0.055221717947316
OFF,8.5,1,CF,1.05925372517729,0.0552473648080175,0.000736167871972542,0.055221717947316
OFF,8.5,1,CF,1.12201845430196,0.0552504899424964,0.000779673235052295,0.055221717947316
OFF,8.5,1,CF,1.18850222743702,0.0552539953007947,0.00082573475681849,0.055221717947316
OFF,8.5,1,CF,1.25892541179417,0.0552579269930423,0.000874499823740022,0.055221717947316
OFF,8.5,1,CF,1.33352143216332,0.0552623366823565,0.00092612379201102,0.055221717947316
OFF,8.5,1,CF,1.41253754462275,0.0552672822435459,0.000980770317451225,0.055221717947316
OFF,8.5,1,CF,1.49623565609443,0.0552728284973547,0.00103861167864733,0.055221717947316
OFF,8.5,1,CF,1.58489319246111,0.0552790480282281,0.00109982908814883,0.055221717947316
OFF,8.5,1,CF,1.67880401812256,0.0552860220942502,0.00116461298537939,0.055221717947316
OFF,8.5,1,CF,1.77827941003892,0.0552938416385664,0.00123316330356269,0.055221717947316
OFF,8.5,1,CF,1.8836490894898,0.0553026084122596,0.00130568970135851,0.055221717947316
OFF,8.5,1,CF,1.99526231496888,0.0553124362192587,0.00138241174802129,0.055221717947316
OFF,8.5,1,CF,2.11348903983665,0.0553234522944006,0.00146355904869176,0.055221717947316
OFF,8.5,1,CF,2.23872113856834,0.0553357988261922,0.00154937129386476,0.055221717947316
OFF,8.5,1,CF,2.37137370566166,0.0553496346360694,0.00164009821409753,0.055221717947316
OFF,8.5,1,CF,2.51188643150958,0.0553651370259637,0.00173599941758148,0.055221717947316
OFF,8.5,1,CF,2.66072505979881,0.0553825038056596,0.00183734408424518,0.055221717947316
OFF,8.5,1,CF,2.81838293126445,0.0554019555106538,0.00194441048553922,0.055221717947316
OFF,8.5,1,CF,2.98538261891796,0.0554237378198634,0.00205748529392908,0.055221717947316
OFF,8.5,1,CF,3.16227766016838,0.0554481241804038,0.00217686264035694,0.055221717947316
OFF,8.5,1,CF,3.34965439157828,0.0554754186435518,0.00230284287151072,0.055221717947316
OFF,8.5,1,CF,3.54813389233576,0.0555059589116726,0.00243573095166701,0.055221717947316
OFF,8.5,1,CF,3.75837404288444,0.0555401195900215,0.00257583444620403,0.055221717947316
OFF,8.5,1,CF,3.98107170553497,0.0555783156295677,0.00272346101571278,0.055221717947316
