case_id,method,nonequilibrium_relative_RMSE,delta_CT_relative_RMSE,nonequilibrium_peak_relative_difference,single_run_seconds
43,QS,1,0.181227071959319,-1,0.0003338
44,DIRECT,0,0,0,0.6964041
44,LUT,0.000245893598675311,5.16042761221794e-05,5.48752293552578e-05,0.0062438
44,LTI_EXACT,0.037570698843094,0.0078847466044139,-0.0175797996862291,0.0003856
44,SCHEDULED_EXACT,0.0025210229401702,0.000529072593250693,0.00170366078901941,0.0008135
44,QS,1,0.209864251856024,-1,0.0006041
45,DIRECT,0,0,0,0.9927697
45,LUT,0.000246114364860342,2.16282422306678e-05,0.000109721275295953,0.0122257
45,LTI_EXACT,0.110847001204279,0.00974110468500978,-0.00888946534491778,0.0004965
45,SCHEDULED_EXACT,0.00270713628170179,0.000237899966892628,-0.00503128763925743,0.0005805
45,QS,1,0.0878788291895957,-1,0.0007435
46,DIRECT,0,0,0,0.9928803
46,LUT,0.000250971122261076,2.6805599239146e-05,0.000109721123918431,0.0132343
46,LTI_EXACT,0.0894521375757932,0.00955415957556782,-0.00888947799770308,0.0006564
46,SCHEDULED_EXACT,0.00265436169905768,0.000283505748787552,-0.00503128683710211,0.0008761
46,QS,1,0.106807504375986,-1,0.0004046
47,DIRECT,0,0,0,2.1067212
47,LUT,0.000246114364936874,1.09892514479441e-05,0.000109721275279956,0.0184126
47,LTI_EXACT,0.224162462307849,0.0100090771382771,-0.00888946534242857,0.0009973
47,SCHEDULED_EXACT,0.0027071362819698,0.000120876330457384,-0.00503128763975696,0.0009057
47,QS,1,0.0446509956895964,-1,0.0006891
48,DIRECT,0,0,0,1.5057712
48,LUT,0.000250971412999403,1.37319639067154e-05,0.000109721275335471,0.0111311
48,LTI_EXACT,0.182036053084226,0.00996014837227482,-0.00888946534237356,0.0004793
48,SCHEDULED_EXACT,0.00265436216765211,0.000145234092783453,-0.00503128763970173,0.0007766
48,QS,1,0.0547152512017295,-1,0.0004052
49,DIRECT,0,0,0,0.6846343
