speed_kts,speed_mps,solveReturned,solverConverged,physicalConverged,physicalBranchSupported,credible,residualNorm,status,exitflag,invalidEvaluationCount,theta_deg,collectiveControl_deg,theta75_deg,stick_in,cyclicLong_deg,theta1sRight_deg,elevator_deg,leftThrust_N,rightThrust_N,meanThrustPerRotor_lb,theta_error_vs_GTRS_deg,stick_error_vs_GTRS_in,theta1s_error_vs_GTRS_deg,elevator_error_vs_GTRS_deg,thrust_error_vs_GTRS_pct
20,10.28888,1,1,1,1,1,1.39987736827626e-10,CREDIBLE_SOURCE_MAPPED_TRIM,1,36,1.9789946647922,35.8355427274174,9.44596207526753,5.24877808133071,0.961669565933736,-0.961669565933736,1.87140459914904,29632.0453793175,29632.0453793175,6661.54880360702,1.5689946647922,-0.131221918669294,0.268330434066264,-0.898595400850958,-6.33420504374244
