CredibleCount,DeclaredCaseCount,ThetaMAE_deg,ThetaRMSE_deg,StickMAE_in,StickRMSE_in,Theta1sMAE_deg,ElevatorMAE_deg,ThrustMAPE_pct,StickTrendSlope_in_per_kt,ThetaTrendSlope_deg_per_kt,FlightNarrativeTrendCheck
1,1,1.5689946647922,1.5689946647922,0.131221918669294,0.131221918669294,0.268330434066264,0.898595400850958,6.33420504374244,NaN,NaN,0
