speed_kts,speed_mps,solveReturned,solverConverged,physicalConverged,physicalBranchSupported,credible,residualNorm,status,exitflag,invalidEvaluationCount,theta_deg,collectiveControl_deg,theta75_deg,stick_in,cyclicLong_deg,theta1sRight_deg,elevator_deg,leftThrust_N,rightThrust_N,meanThrustPerRotor_lb,theta_error_vs_GTRS_deg,stick_error_vs_GTRS_in,theta1s_error_vs_GTRS_deg,elevator_error_vs_GTRS_deg,thrust_error_vs_GTRS_pct
0.01,0.00514444,1,1,1,1,1,7.12031492573184e-11,CREDIBLE_SOURCE_MAPPED_TRIM,1,1,0.767133126661927,36.3525612579392,9.96298060578932,5.50962047241493,1.52061885389202,-1.52061885389202,2.95911736997024,29733.1776790742,29733.1776790742,6684.28424902858,-0.342866873338074,0.239620472414927,-0.530618853892016,0.729117369970245,-8.85796069457292
20,10.28888,1,1,1,1,1,3.81181996938567e-10,CREDIBLE_SOURCE_MAPPED_TRIM,1,8,1.97899465731415,35.8355427270578,9.44596207490796,5.2487780853973,0.961669574647883,-0.961669574647883,1.87140461610673,29632.0453772347,29632.0453772347,6661.54880313879,1.56899465731415,-0.131221914602702,0.268330425352117,-0.898595383893267,-6.33420505032611
40,20.57776,1,1,1,1,1,1.71814901234417e-10,CREDIBLE_SOURCE_MAPPED_TRIM,1,1,0.998448263464317,34.7759355777929,8.38635492564307,5.61325031274119,1.7426833167304,-1.7426833167304,3.39125380413077,29440.3693297198,29440.3693297198,6618.45831347945,3.51844826346432,0.543250312741192,-1.1726833167304,2.12125380413077,8.54932048172107
60,30.86664,1,1,1,1,1,2.10953129935674e-10,CREDIBLE_SOURCE_MAPPED_TRIM,1,10,-0.652820104167435,33.8640060726844,7.47442542053453,6.07490775132215,2.73195156988083,-2.73195156988083,5.31636532301337,28376.3998158338,28376.3998158338,6379.26845157241,5.03717989583257,0.784907751322151,-1.69195156988083,2.97636532301337,7.46945195366516
80,41.15552,1,1,1,1,0,0.0383663692026054,RESIDUAL_FAILED,1,258,-1.01911366256326,32.8933764920901,6.50379583994023,6.50973480764445,3.66372601231748,-3.66372601231748,7.12959414787735,25843.198354417,25843.198354417,5809.78210837266,8.33088633743674,0.709734807644447,-1.57372601231748,2.41959414787735,-6.00290077881924
100,51.4444,1,1,1,1,1,0.00121848634421482,CREDIBLE_SOURCE_MAPPED_TRIM,1,96,-4.79857993264353,34.7302275719559,8.34064691980601,6.41668751886578,3.46433849868098,-3.46433849868098,6.74158695367031,28728.5773983163,28728.5773983163,6458.44112167372,7.81142006735647,-0.523312481134218,1.02566150131902,-3.38841304632969,-6.40862753129078
