time_s,fullAccelerationDown,reducedAccelerationDown,fullRotor1AeroThrust,reducedRotor1AeroThrust
1.685,-0.172782681980968,-0.17278268198097,29938.2495805046,29938.2495805046
1.69,-0.172634537202024,-0.172634537202027,29937.7550185771,29937.7550185771
1.695,-0.172482999971197,-0.172482999971202,29937.2626776244,29937.2626776244
1.7,-0.172326879855351,-0.172326879855354,29936.7713818179,29936.7713818179
1.705,-0.17216547777469,-0.172165477774695,29936.2799878881,29936.2799878881
1.71,-0.171998612281969,-0.171998612281975,29935.7874814222,29935.7874814222
1.715,-0.171826599384461,-0.171826599384462,29935.293055389,29935.293055389
1.72,-0.171650190862914,-0.171650190862914,29934.7961653472,29934.7961653472
1.725,-0.171470479278086,-0.171470479278082,29934.296558192,29934.296558192
1.73,-0.171288780161563,-0.17128878016156,29933.7942737884,29933.7942737884
1.735,-0.171106503129002,-0.171106503129001,29933.2896212293,29933.2896212293
1.74,-0.170925023797078,-0.170925023797075,29932.783133518,29932.783133518
1.745,-0.170745567494173,-0.17074556749417,29932.2755060784,29932.2755060784
1.75,-0.170569113977394,-0.170569113977393,29931.7675255119,29931.7675255119
1.755,-0.170396329919563,-0.170396329919561,29931.2599954217,29931.2599954218
1.76,-0.170227533067031,-0.170227533067027,29930.7536659012,29930.7536659012
1.765,-0.170062688968107,-0.170062688968106,29930.2491725159,29930.2491725159
1.77,-0.16990143830066,-0.169901438300657,29929.7469893828,29929.7469893828
1.775,-0.169743150325142,-0.169743150325141,29929.2473994179,29929.2473994179
1.78,-0.169586996045709,-0.169586996045711,29928.7504831309,29928.7504831309
1.785,-0.169432033406562,-0.16943203340656,29928.2561256488,29928.2561256488
1.79,-0.169277296343503,-0.169277296343504,29927.7640401026,29927.7640401026
1.795,-0.169121879744379,-0.169121879744379,29927.2738042287,29927.2738042287
1.8,-0.168965013274458,-0.168965013274462,29926.7849061125,29926.7849061125
