seedIndex,seedTheta_deg,seedCollective_deg,seedStick_in,credible,residualNorm,status,exitflag,invalidEvaluationCount,theta_deg,collectiveControl_deg,stick_in
1,-4.79857901254687,34.7302272482063,6.41668716938757,1,4.98535664723117e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,7,-4.75291044885828,34.7053741546519,6.42031253726353
2,0,36.3895806521499,4.8,0,0.024371537340289,RESIDUAL_FAILED,1,189,-5.44444117022808,35.3268055949153,6.31582449764544
3,-2.79857901254687,34.7302272482063,6.91668716938757,1,2.76032146755058e-09,CREDIBLE_SOURCE_MAPPED_TRIM,1,36,-4.75291042777278,34.7053741590322,6.42031254635407
