origin_index,origin_time_s,requested_horizon_s,target_time_s,initial_observed_g,target_observed_g,source_known_g,hold_current_g,source_future_command_held_g,prefix_fit_known_g
35,21.23722580336453,0.5,21.78517475442782,-0.061266243309568,-0.0630845369845036,-0.062140331570926736,-0.061266243309568,-0.05784079781836737,-0.06344166974102733
35,21.23722580336453,2.0,23.25563431790063,-0.061266243309568,-0.047679624857305,-0.052622338801471706,-0.061266243309568,-0.04956555402312586,-0.05451459088131909
35,21.23722580336453,5.0,26.29570513565428,-0.061266243309568,-5.810336931189042e-05,-0.0014001866183295686,-0.061266243309568,-0.03602051658521973,0.004287405205316524
36,21.325201140193187,0.5,21.8768413641304,-0.0688935067775873,-0.0626402171015305,-0.06688201820536532,-0.0688935067775873,-0.06501641060075142,-0.06769838429682809
36,21.325201140193187,2.0,23.348326281179297,-0.0688935067775873,-0.0449931984879452,-0.056851223508646874,-0.0688935067775873,-0.05570855871672098,-0.05842558583458887
36,21.325201140193187,5.0,26.388089492860125,-0.0688935067775873,0.0019556910541316,-0.001563224300940218,-0.0688935067775873,-0.04048609797441818,0.004923192107146038
37,21.41563732560445,0.5,21.967482620256888,-0.0711397146782784,-0.0644380037049443,-0.06791193416311289,-0.0711397146782784,-0.06713476384242732,-0.06850290475519429
37,21.41563732560445,2.0,23.439992890881875,-0.0711397146782784,-0.0445488786049723,-0.057723837244511945,-0.0711397146782784,-0.05751745238276481,-0.05911454592969105
37,21.41563732560445,5.0,26.48211441578772,-0.0711397146782784,0.0075568558557943,-0.0006091030973179267,-0.0711397146782784,-0.04179035876350127,0.006376481084613322
38,21.50894450102878,0.5,22.060584724966,-0.0671080244170865,-0.0608547347410299,-0.06370969240105408,-0.0671080244170865,-0.06333140921672423,-0.06418825220425908
38,21.50894450102878,2.0,23.531659500584453,-0.0671080244170865,-0.0441045587219994,-0.053992301043724614,-0.0671080244170865,-0.05426712174352538,-0.05519071724411469
38,21.50894450102878,5.0,26.57552412656965,-0.0671080244170865,0.0118127567656247,0.00217656626309363,-0.0671080244170865,-0.03942155567592721,0.009462177757323264
39,21.599995898585703,0.5,22.153789365032715,-0.0680089684259455,-0.0570472551284768,-0.06464168398988504,-0.0680089684259455,-0.0641671418905936,-0.06514682849124215
39,21.599995898585703,2.0,23.62486414065117,-0.0680089684259455,-0.0402970791094463,-0.05457609156772024,-0.0680089684259455,-0.05498324044858546,-0.055760202030421584
39,21.599995898585703,5.0,26.66555017055048,-0.0680089684259455,0.0086697062703788,0.0014824322826673154,-0.0680089684259455,-0.03995510251322183,0.008754357203562444
40,21.69155997293067,0.5,22.244943297947245,-0.0677888591916113,-0.0577239884886973,-0.06458206082505334,-0.0677888591916113,-0.06396222109077106,-0.06511728170424116
40,21.69155997293067,2.0,23.716838356426575,-0.0677888591916113,-0.0391801272805572,-0.05429392761560004,-0.0677888591916113,-0.05480292850890802,-0.055452057073687305
40,21.69155997293067,5.0,26.75701170953784,-0.0677888591916113,0.0086656048560744,0.0010530866710784714,-0.0677888591916113,-0.03982621765193562,0.00825822901391382
41,21.78517475442782,0.5,22.336609907649823,-0.0630845369845036,-0.0572796686057244,-0.060060240296462675,-0.0630845369845036,-0.059535632134767445,-0.06054683019462818
41,21.78517475442782,2.0,23.80696693576502,-0.0630845369845036,-0.0420989671271643,-0.05035134577811316,-0.0630845369845036,-0.05101845881361519,-0.051385430229249504
41,21.78517475442782,5.0,26.85247212747196,-0.0630845369845036,0.0174057187386782,0.0032471911107654597,-0.0630845369845036,-0.03705522841624875,0.010537488059269842
42,21.8768413641304,0.5,22.42930187092849,-0.0626402171015305,-0.0545932422363646,-0.05946242808398145,-0.0626402171015305,-0.05910994381522829,-0.05991101034408336
42,21.8768413641304,2.0,23.897915797964338,-0.0626402171015305,-0.043224121784662,-0.049429281927852814,-0.0626402171015305,-0.0506629412738425,-0.050333300837350624
42,21.8768413641304,5.0,26.943933666459323,-0.0626402171015305,0.0174016173243738,0.0030263097913925474,-0.0626402171015305,-0.036795031622166505,0.010271861384386962
43,21.967482620256888,0.5,22.520865945273464,-0.0644380037049443,-0.0543731330020302,-0.06090575517550661,-0.0644380037049443,-0.0608005192707773,-0.0613127260383618
43,21.967482620256888,2.0,23.98999254909735,-0.0644380037049443,-0.0418829593071345,-0.048514812903931455,-0.0644380037049443,-0.05210912285282178,-0.04894674033791733
43,21.967482620256888,5.0,27.03611295294995,-0.0644380037049443,0.0189669904505402,0.0019285477239194485,-0.0644380037049443,-0.03784494410321369,0.009146532435311073
44,22.060584724966,0.5,22.612737625691267,-0.0608547347410299,-0.0534803918217798,-0.05720794202558877,-0.0608547347410299,-0.05742694233566394,-0.05752268960961706
44,22.060584724966,2.0,24.081351552727103,-0.0608547347410299,-0.0421112713700775,-0.04170514935538968,-0.0608547347410299,-0.04922044616016944,-0.04122490865921502
44,22.060584724966,5.0,27.129317593016665,-0.0608547347410299,0.0227744700630934,0.0037731612819525175,-0.0608547347410299,-0.035740077397608,0.011108769963081038
45,22.153789365032715,0.5,22.70655747790364,-0.0570472551284768,-0.0483276483173948,-0.05310525714765252,-0.0570472551284768,-0.05383045095142537,-0.053287802856832954
45,22.153789365032715,2.0,24.17250548564164,-0.0570472551284768,-0.0427880047302979,-0.034324758627642143,-0.0570472551284768,-0.04615082185121624,-0.032838044020732635
45,22.153789365032715,5.0,27.221291808792067,-0.0570472551284768,0.0238914218919823,0.005887784387932176,-0.0570472551284768,-0.03350826769072834,0.013382070280336358
46,22.244943297947245,0.5,22.798429158321436,-0.0577239884886973,-0.0474349071371444,-0.05327404191801914,-0.0577239884886973,-0.05446491957052712,-0.0533596954754756
46,22.244943297947245,2.0,24.26724815607249,-0.0577239884886973,-0.0356173653881646,-0.03171759308318673,-0.0577239884886973,-0.046680700888311846,-0.029557330377905155
46,22.244943297947245,5.0,27.311830529560943,-0.0577239884886973,0.02186942463993,0.005068942272837401,-0.0577239884886973,-0.033907955854814105,0.012496120340082293
47,22.336609907649823,0.5,22.889378020520752,-0.0572796686057244,-0.0485600617946422,-0.05282134974009385,-0.0572796686057244,-0.05404975900155417,-0.052895098138016
47,22.336609907649823,2.0,24.361478149715296,-0.0572796686057244,-0.0295677792892248,-0.030501120469285953,-0.0572796686057244,-0.04630891873022921,-0.028136540332905212
47,22.336609907649823,5.0,27.40226671497221,-0.0572796686057244,0.0196232167392387,0.004906882513088339,-0.0572796686057244,-0.0336513028274189,0.012295038762049343
48,22.42930187092849,0.5,22.98176237772659,-0.0545932422363646,-0.0465462673711987,-0.05045696830477057,-0.0545932422363646,-0.05151647983678223,-0.050550376739510273
48,22.42930187092849,2.0,24.453247294775487,-0.0545932422363646,-0.0288992487576134,-0.02849805657165537,-0.0545932422363646,-0.04414129933271012,-0.026102502508635234
48,22.42930187092849,5.0,27.49352318324436,-0.0545932422363646,0.019170694027657,0.006016666829363288,-0.0545932422363646,-0.03207788554005544,0.013430258350925555
49,22.520865945273464,0.5,23.074146734932437,-0.0543731330020302,-0.0445324729477549,-0.05041013544112083,-0.0543731330020302,-0.05130435648522362,-0.05053786984678502
49,22.520865945273464,2.0,24.54552911662372,-0.0543731330020302,-0.0271096649828084,-0.028725860781494913,-0.0543731330020302,-0.04396001717505771,-0.02639862366663814
49,22.520865945273464,5.0,27.585292328304547,-0.0543731330020302,0.0198392245592688,0.005735508069316285,-0.0543731330020302,-0.031947865881015745,0.013099305943315794
50,22.612737625691267,0.5,23.164582920343705,-0.0534803918217798,-0.0467786808484458,-0.04973956590614112,-0.0534803918217798,-0.050469607467401735,-0.04989640209184612
50,22.612737625691267,2.0,24.637913473829563,-0.0534803918217798,-0.0250958705593646,-0.02831969506787586,-0.0534803918217798,-0.04323591928317147,-0.026029308703465787
50,22.612737625691267,5.0,27.677164008722343,-0.0534803918217798,0.020731965739519,0.006083206818926681,-0.0534803918217798,-0.031423320505047925,0.013469854852209664
51,22.70655747790364,0.5,23.25563431790063,-0.0483276483173948,-0.047679624857305,-0.04524580645970726,-0.0483276483173948,-0.045620207149906215,-0.04544767916764392
51,22.70655747790364,2.0,24.72947754817453,-0.0483276483173948,-0.0248757613250303,-0.02426388063597064,-0.0483276483173948,-0.039079468174142665,-0.02188605974336953
51,22.70655747790364,5.0,27.76872808306731,-0.0483276483173948,0.0209520749738534,0.008590951406317215,-0.0483276483173948,-0.028402464292713134,0.016071989517851142
52,22.798429158321436,0.5,23.348326281179297,-0.0474349071371444,-0.0449931984879452,-0.044881140542838364,-0.0474349071371444,-0.04477362315900897,-0.0451828978401474
52,22.798429158321436,2.0,24.820528945731454,-0.0474349071371444,-0.0257767053338893,-0.022596435762707485,-0.0474349071371444,-0.03836086953374372,-0.01998967419961237
52,22.798429158321436,5.0,27.85977948062424,-0.0474349071371444,0.0200511309649944,0.008593702312776737,-0.0474349071371444,-0.027880195869464004,0.01601598454060209
53,22.889378020520752,0.5,23.439992890881875,-0.0485600617946422,-0.0445488786049723,-0.04612801776660094,-0.0485600617946422,-0.045832198031255225,-0.04647812425443969
53,22.889378020520752,2.0,24.912093020076423,-0.0485600617946422,-0.0255565960995549,-0.021709698897771065,-0.0485600617946422,-0.03926825157159607,-0.018726262759486745
53,22.889378020520752,5.0,27.95031820139312,-0.0485600617946422,0.0180291337129419,0.007672944200587908,-0.0485600617946422,-0.028542742490476218,0.015029480677047673
54,22.98176237772659,0.5,23.531659500584453,-0.0465462673711987,-0.0441045587219994,-0.04422758084636148,-0.0465462673711987,-0.04393483956258432,-0.04456520705245866
54,22.98176237772659,2.0,25.003964700494222,-0.0465462673711987,-0.0246638549193047,-0.018216977580823652,-0.0465462673711987,-0.03764181641976559,-0.014776967851524828
54,22.98176237772659,5.0,28.040651851446786,-0.0465462673711987,0.015558715163612,0.008651930668900394,-0.0465462673711987,-0.027364961574237782,0.0160694625363737
55,23.074146734932437,0.5,23.62486414065117,-0.0445324729477549,-0.0402970791094463,-0.042319967896593556,-0.0445324729477549,-0.04203040666721956,-0.04264581429905176
55,23.074146734932437,2.0,25.09716934056094,-0.0445324729477549,-0.0208563753067516,-0.014606970191704838,-0.0445324729477549,-0.03601016568097167,-0.010684465510278289
