origin_index,origin_time_s,requested_horizon_s,target_time_s,initial_observed_g,target_observed_g,source_known_g,hold_current_g,source_future_command_held_g,prefix_fit_known_g
55,23.074146734932437,5.0,28.131293107573264,-0.0445324729477549,0.0137609285601985,0.009491897574084593,-0.0445324729477549,-0.0261858262899714,0.016939985004798985
56,23.164582920343705,0.5,23.716838356426575,-0.0467786808484458,-0.0391801272805572,-0.04432491515422129,-0.0467786808484458,-0.04414328149359924,-0.04464214390392769
56,23.164582920343705,2.0,25.189963839197222,-0.0467786808484458,-0.0179457382887533,-0.015423439670669718,-0.0467786808484458,-0.03781714477337052,-0.01130719221162651
56,23.164582920343705,5.0,28.223164787991067,-0.0467786808484458,0.0146536697404489,0.007793680511620992,-0.0467786808484458,-0.02750248778818062,0.01511491152617618
57,23.25563431790063,0.5,23.80696693576502,-0.047679624857305,-0.0420989671271643,-0.044923031825675815,-0.047679624857305,-0.04499782835935045,-0.04519002157452142
57,23.25563431790063,2.0,25.28337354997916,-0.047679624857305,-0.0136898373789229,-0.015123512118272646,-0.047679624857305,-0.03853594859703061,-0.010779025111654636
57,23.25563431790063,5.0,28.31493393305125,-0.047679624857305,0.0153222002720605,0.006699683560949618,-0.047679624857305,-0.028030065310900507,0.01390461722727932
58,23.348326281179297,0.5,23.897915797964338,-0.0449931984879452,-0.043224121784662,-0.04166691416898158,-0.0449931984879452,-0.04247027563318495,-0.04176067407671786
58,23.348326281179297,2.0,25.37555283646978,-0.0449931984879452,-0.0121244642527564,-0.011730739509584177,-0.0449931984879452,-0.03636666452678157,-0.007043750766412486
58,23.348326281179297,5.0,28.406190401323396,-0.0449931984879452,0.0148696775604786,0.00806426517257292,-0.0449931984879452,-0.026454746685679126,0.015355170139169788
59,23.439992890881875,0.5,23.98999254909735,-0.0445488786049723,-0.0418829593071345,-0.038888420533425117,-0.0445488786049723,-0.04204905941353333,-0.038475838575204674
59,23.439992890881875,2.0,25.46814226439084,-0.0445488786049723,-0.0096622485320354,-0.010515583857407512,-0.0445488786049723,-0.0360040451627679,-0.005608655997137935
59,23.439992890881875,5.0,28.49857475852924,-0.0445488786049723,0.0168834719839223,0.008200390916003582,-0.0445488786049723,-0.026191525019267362,0.015512585412454606
60,23.531659500584453,0.5,24.081351552727103,-0.0441045587219994,-0.0421112713700775,-0.03468109020295339,-0.0441045587219994,-0.041631016733967706,-0.033453781119743814
60,23.531659500584453,2.0,25.56134690445756,-0.0441045587219994,-0.0058547689194825,-0.009542635385752495,-0.0441045587219994,-0.03563919345746111,-0.00446858852978966
60,23.531659500584453,5.0,28.591061651092687,-0.0441045587219994,0.0191214770560046,0.008422141833888189,-0.0441045587219994,-0.025928063727176088,0.015770623452666617
61,23.62486414065117,0.5,24.17250548564164,-0.0402970791094463,-0.0427880047302979,-0.026987500648985106,-0.0402970791094463,-0.038045265433268874,-0.02485219689789196
61,23.62486414065117,2.0,25.65229576665687,-0.0402970791094463,-0.0069799235769802,-0.005592369095042489,-0.0402970791094463,-0.032570229542228754,-0.00022881553439869353
61,23.62486414065117,5.0,28.68231811936483,-0.0402970791094463,0.0186689543444231,0.011393460292472847,-0.0402970791094463,-0.023694579760287715,0.019060785981259046
62,23.716838356426575,0.5,24.26724815607249,-0.0391801272805572,-0.0356173653881646,-0.022998545323610772,-0.0391801272805572,-0.03697997804127372,-0.02022048735429946
62,23.716838356426575,2.0,25.74273195206814,-0.0391801272805572,-0.0092261314776713,-0.0037362751085113477,-0.0391801272805572,-0.031672564519644376,0.0018807557731010788
62,23.716838356426575,5.0,28.77347205227936,-0.0391801272805572,0.0179922209842027,0.013190135132663146,-0.0391801272805572,-0.02303979925863825,0.02116531970054438
63,23.80696693576502,0.5,24.361478149715296,-0.0420989671271643,-0.0295677792892248,-0.02496351546145371,-0.0420989671271643,-0.03971780314553104,-0.022022811875721134
63,23.80696693576502,2.0,25.834603632485937,-0.0420989671271643,-0.0083333902974209,-0.005314049999469276,-0.0420989671271643,-0.034025878022968706,0.000440879298305501
63,23.80696693576502,5.0,28.865343732697163,-0.0420989671271643,0.0188849621644529,0.012813060325272034,-0.0420989671271643,-0.024751686866463812,0.020996122979208966
64,23.897915797964338,0.5,24.453247294775487,-0.043224121784662,-0.0288992487576134,-0.02658134559338418,-0.043224121784662,-0.040775805656297355,-0.02375305166444517
64,23.897915797964338,2.0,25.927090525049397,-0.043224121784662,-0.0060953852253384,-0.0064159177865456786,-0.043224121784662,-0.03492962656184635,-0.0007053810240613935
64,23.897915797964338,5.0,28.95701034239974,-0.043224121784662,0.019329282047426,0.012835720765404958,-0.043224121784662,-0.025411295677856837,0.02113400877185403
